Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 1343664010quid (%),Pump Intake Pressure (psi (g)),
Hana-West\Hana-18.175,08/27/16 - 08:57,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,104,104,100,67.0,
Hana-West\Hana-18.176,09/05/16 - 10:53,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,09/05/16 - 11:07,25446,7021,8650,-635,18.5,160.1,6.844,61.38,98.3,397.0,635.2,X,17,26478,12659,24559,8785,111,111,100,48.8,
Hana-West\Hana-18.177,09/06/16 - 10:00,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,153,153,100,77.1,
Hana-West\Hana-18.178,09/24/16 - 08:15,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,99,99,100,58.4,
Hana-West\Hana-18.179,10/02/16 - 16:40,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,10/02/16 - 16:53,25800,7049,9069,-602,17.8,156.7,6.870,53.42,83.7,339.5,602.0,X,26,19568,12659,15523,8785,106,106,100,49.1,
Hana-West\Hana-18.180,10/08/16 - 09:08,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,237,211,35,82.7,
Hana-West\Hana-18.181,10/18/16 - 13:15,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,245,223,53,86.8,
Hana-West\Hana-18.182,10/23/16 - 14:14,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,128,128,100,51.9,
Hana-West\Hana-18.183,10/26/16 - 11:15,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,10/26/16 - 11:25,22304,7633,5495,-922,14.8,168.8,6.870,82.02,138.4,561.4,921.9,X,24,16457,12659,15236,8785,144,144,100,73.1,
Hana-West\Hana-18.184,10/27/16 - 15:35,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,10/27/16 - 15:35,20998,9632,5528,-378,10.0,164.0,4.839,87.94,144.3,412.0,378.3,X,14,16587,12659,15107,8785,154,154,100,71.6,
Hana-West\Hana-18.185,11/02/16 - 12:26,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,240,211,31,84.4,
Hana-West\Hana-18.186,11/06/16 - 07:59,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,195,195,100,69.1,
Hana-West\Hana-18.187,11/11/16 - 12:57,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,236,212,36,88.8,
Hana-West\Hana-18.188,11/13/16 - 11:46,Hana-18,3.500,2.250,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,X,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,99,99,100,44.5,
Hana-West\Hana-18.189,11/13/16 - 17:19,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,11/13/16 - 17:19,22332,7860,6258,-854,18.6,166.9,6.870,91.15,152.2,373.3,854.2,1729116.6,0,X,X,X,X,X,X,X,X,
Hana-West\Hana-18.190,11/14/16 - 10:29,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,209,202,36,84.6,
Hana-West\Hana-18.191,11/19/16 - 09:33,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,107,107,100,48.6,
Hana-West\Hana-18.192,11/25/16 - 10:39,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,111,111,100,58.9,
Hana-West\Hana-18.193,11/26/16 - 09:36,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,11/26/16 - 09:36,22480,7578,6442,-1075,18.7,167.1,6.818,89.62,149.8,364.6,1075.2,1733964.7,18,16505,12150,14429,5314,134,134,100,67.5,
Hana-West\Hana-18.194,12/03/16 - 08:44,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214,204,35,83.8,
Hana-West\Hana-18.195,12/07/16 - 11:05,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,12/07/16 - 11:16,22036,6996,6087,-1432,17.3,167.8,6.716,86.98,145.9,350.0,1432.0,1626744.7,19,15946,12150,14873,5314,58,58,100,38.4,
Hana-West\Hana-18.196,12/10/16 - 09:06,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,147,147,100,61.3,
Hana-West\Hana-18.197,12/22/16 - 09:00,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,12/22/16 - 09:00,21631,9221,5805,-558,16.9,157.8,6.667,84.34,133.1,316.7,557.5,1700642.5,0,18193,12150,13170,5314,88,88,100,37.3,
Hana-West\Hana-18.198,12/31/16 - 10:02,Hana-18,3.500,1.750,4856.00,4856.00,0.04851,0.04851,4658.00,4658.00,X,25,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,85,85,100,37.0,
Hana-West\Hana-W-10 new.102,01/23/16 - 11:14,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2682,2682,100,999.0,
Hana-West\Hana-W-10 new.103,01/30/16 - 09:49,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2733,2733,100,1022.9,
Hana-West\Hana-W-10 new.104,02/06/16 - 09:44,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2778,2654,96,995.1,
Hana-West\Hana-W-10 new.105,02/13/16 - 08:31,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2735,2735,100,1023.4,
Hana-West\Hana-W-10 new.106,02/20/16 - 08:35,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2678,2555,95,959.1,
Hana-West\Hana-W-10 new.107,03/05/16 - 10:41,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2939,2939,100,1103.0,
Hana-West\Hana-W-10 new.108,03/17/16 - 13:55,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,03/17/16 - 14:10,22969,5302,5098,-1683,29.2,145.2,10.651,95.39,138.5,1300.7,1682.6,1440055.5,28,13670,11782,10081,12186,2718,2718,100,1019.4,
Hana-West\Hana-W-10 new.109,04/16/16 - 09:07,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2772,2772,100,1036.9,
Hana-West\Hana-W-10 new.110,04/23/16 - 09:00,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2807,2807,100,1049.7,
Hana-West\Hana-W-10 new.111,05/07/16 - 09:46,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,05/07/16 - 09:57,23705,5444,5793,-549,29.8,147.2,10.588,96.13,141.5,1321.4,549.2,1476643.9,29,14925,11782,10796,12186,2726,2479,91,930.0,
Hana-West\Hana-W-10 new.112,05/17/16 - 10:25,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2706,2706,100,1013.6,
Hana-West\Hana-W-10 new.113,05/21/16 - 09:56,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2665,2665,100,998.3,
Hana-West\Hana-W-10 new.114,05/30/16 - 11:20,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,05/30/16 - 11:30,22506,7555,6308,-256,21.4,139.7,8.257,98.01,136.9,997.0,255.8,1343246.7,0,14679,11782,11959,12186,2808,2808,100,1050.8,
Hana-West\Hana-W-10 new.115,06/02/16 - 09:54,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,06/02/16 - 10:03,22604,7539,6328,-314,21.0,141.7,8.219,98.49,139.6,1011.5,314.1,1342471.7,0,12444,11782,10373,12186,2904,2903,100,1084.8,
Hana-West\Hana-W-10 new.116,06/04/16 - 08:47,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3428,3270,95,1215.9,
Hana-West\Hana-W-10 new.117,06/18/16 - 12:42,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3159,3159,100,1181.2,
Hana-West\Hana-W-10 new.118,06/25/16 - 08:42,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3347,3347,100,1249.5,
Hana-West\Hana-W-10 new.119,06/27/16 - 14:14,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,06/27/16 - 14:21,15032,8715,292,-1253,5.3,149.8,8.257,100.00,149.8,1090.6,1252.9,872392.7,3,8821,11782,7983,12186,3355,3355,100,1254.6,
Hana-West\Hana-W-10 new.120,07/09/16 - 09:18,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3477,3477,100,1292.8,
Hana-West\Hana-W-10 new.121,07/14/16 - 10:44,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,07/14/16 - 10:59,20884,8761,5326,-221,19.6,146.2,8.219,99.58,145.6,1055.0,221.2,1177534.3,0,10170,11782,9396,12186,3264,3264,100,1215.0,
Hana-West\Hana-W-10 new.122,08/13/16 - 08:53,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2982,2982,100,1113.3,
Hana-West\Hana-W-10 new.123,08/20/16 - 09:15,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2982,2982,100,1113.6,
Hana-West\Hana-W-10 new.124,08/27/16 - 08:26,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2944,2944,100,1099.8,
Hana-West\Hana-W-10 new.125,09/24/16 - 08:57,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3122,3122,100,1164.8,
Hana-West\Hana-W-10 new.126,10/08/16 - 08:39,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3141,3141,100,1171.8,
Hana-West\Hana-W-10 new.127,10/28/16 - 15:16,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3303,3303,100,1230.7,
Hana-West\Hana-W-10 new.128,11/08/16 - 08:22,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3295,3295,100,1227.5,
Hana-West\Hana-W-10 new.129,11/16/16 - 11:15,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,11/16/16 - 11:27,19249,8263,3439,-949,14.2,151.2,8.531,100.00,151.2,1137.2,948.9,1049832.6,0,15938,11782,12500,12186,3530,3530,100,1314.2,
Hana-West\Hana-W-10 new.130,11/19/16 - 09:10,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3620,3620,100,1346.3,
Hana-West\Hana-W-10 new.131,11/26/16 - 09:02,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3765,3765,100,1399.6,
Hana-West\Hana-W-10 new.132,11/30/16 - 09:00,Hana-W-10 new,3.500,2.750,4509.00,4509.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,144.000,X,11/30/16 - 09:00,14230,6694,432,-1257,5.2,152.1,9.184,100.00,152.1,1232.0,1256.6,855474.0,0,11359,11782,11231,12186,X,X,X,X,
Hana-West\Hana-W-10 new.133,12/07/16 - 10:45,Hana-W-10 new,3.500,2.750,4525.00,4525.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,168.000,X,12/07/16 - 10:45,18974,8400,3740,-1259,19.3,168.0,8.451,98.98,166.3,1239.5,1259.0,1295521.3,24,14099,11666,9996,12229,X,X,X,X,
Hana-West\Hana-W-10 new.134,12/19/16 - 08:34,Hana-W-10 new,3.500,2.750,4525.00,4525.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3435,3435,100,1277.7,
Hana-West\Hana-W-10 new.135,12/22/16 - 08:18,Hana-W-10 new,3.500,2.750,4525.00,4525.00,0.05008,0.05008,6195.00,6195.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3414,3414,100,1270.2,
