Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 1343664010quid (%),Pump Intake Pressure (psi (g)),
Hana-West\Hana-W-9 new.122,01/30/16 - 09:36,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1996,1996,100,751.0,
Hana-West\Hana-W-9 new.123,02/06/16 - 09:13,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1874,1874,100,706.5,
Hana-West\Hana-W-9 new.124,02/13/16 - 08:23,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1877,1811,97,682.8,
Hana-West\Hana-W-9 new.125,02/20/16 - 08:59,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1837,1828,100,688.8,
Hana-West\Hana-W-9 new.126,03/05/16 - 10:34,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2167,2167,100,814.3,
Hana-West\Hana-W-9 new.127,04/02/16 - 10:50,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2892,2892,100,1080.4,
Hana-West\Hana-W-9 new.128,04/03/16 - 08:17,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2906,2906,100,1085.6,
Hana-West\Hana-W-9 new.129,04/16/16 - 08:53,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3727,3727,100,1386.0,
Hana-West\Hana-W-9 new.130,04/17/16 - 14:56,Hana-W-9 new,3.500,2.750,4747.00,4747.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,04/17/16 - 14:56,17139,7460,3108,-381,21.2,179.2,9.677,100.00,179.2,1529.4,380.6,1314625.9,25,10634,10892,9561,12829,X,X,X,X,
Hana-West\Hana-W-9 new.131,05/14/16 - 07:50,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1914,1914,100,720.6,
Hana-West\Hana-W-9 new.132,05/21/16 - 09:39,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1955,1955,100,736.0,
Hana-West\Hana-W-9 new.133,06/04/16 - 09:33,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1879,1787,95,673.3,
Hana-West\Hana-W-9 new.134,06/18/16 - 08:13,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1792,1792,100,675.4,
Hana-West\Hana-W-9 new.135,06/25/16 - 08:30,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1858,1858,100,700.2,
Hana-West\Hana-W-9 new.136,07/02/16 - 08:15,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1859,1859,100,701.0,
Hana-West\Hana-W-9 new.137,07/09/16 - 09:06,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1828,1828,100,688.3,
Hana-West\Hana-W-9 new.138,08/13/16 - 08:40,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1799,1799,100,677.8,
Hana-West\Hana-W-9 new.139,08/20/16 - 08:55,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1767,1767,100,666.0,
Hana-West\Hana-W-9 new.140,08/27/16 - 08:15,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1863,1863,100,701.9,
Hana-West\Hana-W-9 new.141,09/01/16 - 09:47,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3468,3468,100,1279.0,
Hana-West\Hana-W-9 new.142,09/01/16 - 10:13,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,09/01/16 - 10:13,15160,10059,2889,-979,5.2,170.2,10.169,10.16,17.3,155.2,978.8,1069188.8,37,11828,10964,11767,12791,X,X,X,X,
Hana-West\Hana-W-9 new.143,09/04/16 - 10:10,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,09/04/16 - 10:20,13960,9860,2386,-1688,6.3,168.5,10.056,16.11,27.1,240.6,1687.9,999853.9,26,9380,10964,10307,12791,3641,3641,100,1354.8,
Hana-West\Hana-W-9 new.144,09/24/16 - 08:48,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2113,2113,100,794.1,
Hana-West\Hana-W-9 new.145,10/08/16 - 08:32,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2034,2034,100,759.4,
Hana-West\Hana-W-9 new.146,10/27/16 - 14:45,Hana-W-9 new,3.500,2.750,4733.00,4733.00,0.04757,0.04757,6193.00,6193.00,X,25,1.05,X,1.28e+006,168.000,X,10/27/16 - 15:11,16094,7678,579,-338,10.2,179.5,9.890,13.18,23.7,206.3,337.6,1097543.8,64,11410,10964,10846,12791,3044,3044,100,1137.1,
Hana-West\Hana-W-9 new.147,11/04/16 - 10:21,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1429,1429,100,546.3,
Hana-West\Hana-W-9 new.148,11/08/16 - 08:15,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1204,1204,100,460.8,
Hana-West\Hana-W-9 new.149,11/14/16 - 10:52,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,11/14/16 - 11:03,29712,5510,18779,-730,41.9,151.7,6.406,92.60,140.5,1475.4,730.3,2586289.3,0,15598,9817,11853,18651,951,951,100,363.8,
Hana-West\Hana-W-9 new.150,11/17/16 - 16:13,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1103,1103,100,421.9,
Hana-West\Hana-W-9 new.151,11/19/16 - 09:03,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,943,928,98,355.0,
Hana-West\Hana-W-9 new.152,11/26/16 - 09:09,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,867,828,96,317.0,
Hana-West\Hana-W-9 new.153,12/03/16 - 08:13,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,909,909,100,347.7,
Hana-West\Hana-W-9 new.154,12/10/16 - 09:41,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2583,2583,100,978.4,
Hana-West\Hana-W-9 new.155,12/19/16 - 08:24,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2788,2788,100,1054.5,
Hana-West\Hana-W-9 new.156,12/24/16 - 09:11,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1697,1697,100,647.8,
Hana-West\Hana-W-9 new.157,12/31/16 - 09:33,Hana-W-9 new,3.500,3.750,3711.50,3711.50,0.04757,0.04757,6193.00,6193.00,X,24,1.05,X,1.28e+006,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,992,992,100,379.5,
Hana-West\Hana-West-2.161,01/14/16 - 11:43,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,01/14/16 - 11:53,17389,3761,10455,-508,20.2,140.6,6.716,99.37,139.7,827.4,507.6,1201539.9,22,9687,6034,4669,6121,1104,1104,100,421.8,
Hana-West\Hana-West-2.162,01/15/16 - 10:54,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1077,1077,100,408.0,
Hana-West\Hana-West-2.163,01/23/16 - 10:58,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,966,966,100,363.8,
Hana-West\Hana-West-2.164,01/30/16 - 09:13,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,967,967,100,370.2,
Hana-West\Hana-West-2.165,02/06/16 - 09:00,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,890,890,100,342.2,
Hana-West\Hana-West-2.166,02/13/16 - 08:12,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,867,867,100,330.9,
Hana-West\Hana-West-2.167,02/20/16 - 09:26,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,988,988,100,378.0,
Hana-West\Hana-West-2.168,03/05/16 - 10:26,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,850,850,100,327.0,
Hana-West\Hana-West-2.169,03/26/16 - 13:42,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,885,885,100,339.0,
Hana-West\Hana-West-2.170,04/02/16 - 10:18,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,883,874,99,334.7,
Hana-West\Hana-West-2.171,04/16/16 - 09:38,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,882,882,100,337.4,
Hana-West\Hana-West-2.172,04/23/16 - 08:38,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,910,910,100,347.7,
Hana-West\Hana-West-2.173,05/14/16 - 08:03,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,864,864,100,331.0,
Hana-West\Hana-West-2.174,05/21/16 - 09:23,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,845,820,97,314.1,
Hana-West\Hana-West-2.175,06/04/16 - 09:17,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,820,818,100,312.9,
Hana-West\Hana-West-2.176,06/14/16 - 07:26,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,06/14/16 - 07:37,19858,3809,12732,-189,26.8,137.8,7.171,99.19,136.7,864.5,188.7,1417298.6,18,8185,6034,9109,6121,834,834,100,319.5,
Hana-West\Hana-West-2.177,06/18/16 - 08:06,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,798,798,100,305.3,
Hana-West\Hana-West-2.178,06/25/16 - 08:18,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,817,814,100,313.0,
Hana-West\Hana-West-2.179,07/02/16 - 08:27,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,824,824,100,315.9,
Hana-West\Hana-West-2.180,07/09/16 - 08:53,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,772,772,100,295.1,
Hana-West\Hana-West-2.181,07/31/16 - 10:28,Hana-West-2,3.500,2.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,07/31/16 - 10:36,19878,3824,12794,-413,26.8,138.3,7.171,98.15,135.7,858.2,413.0,1414450.0,0,5986,6034,9327,6121,834,824,99,315.4,
Hana-West\Hana-West-2.182,08/13/16 - 09:22,Hana-West-2,3.500,3.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,769,769,100,294.3,
Hana-West\Hana-West-2.183,08/20/16 - 08:41,Hana-West-2,3.500,3.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,710,710,100,272.2,
Hana-West\Hana-West-2.184,09/14/16 - 10:33,Hana-West-2,3.500,3.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,675,659,98,252.9,
Hana-West\Hana-West-2.185,09/24/16 - 08:36,Hana-West-2,3.500,3.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,635,599,94,229.8,
Hana-West\Hana-West-2.186,10/09/16 - 11:09,Hana-West-2,3.500,3.750,2265.00,2265.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,912000,145.061,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,748,748,100,286.8,
Hana-West\Hana-West-2.187,10/10/16 - 10:06,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,579,579,100,222.3,
Hana-West\Hana-West-2.188,10/11/16 - 16:27,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,520,520,100,199.7,
Hana-West\Hana-West-2.189,10/12/16 - 11:27,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,502,501,100,192.6,
Hana-West\Hana-West-2.190,10/13/16 - 13:27,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,473,453,96,174.1,
Hana-West\Hana-West-2.191,10/14/16 - 09:54,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,479,467,98,179.7,
Hana-West\Hana-West-2.192,10/15/16 - 13:39,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,452,445,98,170.8,
Hana-West\Hana-West-2.193,10/17/16 - 10:38,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,465,457,98,175.5,
Hana-West\Hana-West-2.194,10/20/16 - 10:32,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,442,432,98,166.0,
Hana-West\Hana-West-2.195,10/25/16 - 16:01,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,384,368,96,141.4,
Hana-West\Hana-West-2.196,10/28/16 - 15:41,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,356,335,94,128.9,
Hana-West\Hana-West-2.197,11/01/16 - 17:49,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,346,322,93,124.2,
Hana-West\Hana-West-2.198,11/04/16 - 10:14,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,345,333,97,128.4,
Hana-West\Hana-West-2.199,11/08/16 - 07:38,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,308,290,94,112.1,
Hana-West\Hana-West-2.200,11/08/16 - 17:10,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,310,297,96,114.8,
Hana-West\Hana-West-2.201,11/09/16 - 11:33,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,312,312,100,120.5,
Hana-West\Hana-West-2.202,11/10/16 - 11:20,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,321,298,93,115.2,
Hana-West\Hana-West-2.203,11/11/16 - 13:08,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,319,304,95,117.4,
Hana-West\Hana-West-2.204,11/12/16 - 16:05,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,318,309,97,119.3,
Hana-West\Hana-West-2.205,11/13/16 - 11:34,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,317,297,94,114.7,
Hana-West\Hana-West-2.206,11/14/16 - 10:40,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,348,331,95,127.7,
Hana-West\Hana-West-2.207,11/16/16 - 10:58,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,330,330,100,127.3,
Hana-West\Hana-West-2.208,11/19/16 - 08:52,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,305,305,100,117.8,
Hana-West\Hana-West-2.209,11/22/16 - 14:53,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,301,272,90,105.4,
Hana-West\Hana-West-2.210,11/23/16 - 13:34,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,299,286,96,110.5,
Hana-West\Hana-West-2.211,11/24/16 - 09:35,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,285,280,98,108.2,
Hana-West\Hana-West-2.212,11/25/16 - 10:22,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,294,290,99,112.1,
Hana-West\Hana-West-2.213,11/26/16 - 09:24,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,287,274,96,106.2,
Hana-West\Hana-West-2.214,11/27/16 - 11:13,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,290,287,99,110.8,
Hana-West\Hana-West-2.215,11/28/16 - 15:57,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,310,310,100,119.5,
Hana-West\Hana-West-2.216,11/29/16 - 13:18,Hana-West-2,3.500,X,2172.00,2172.00,0.02523,0.02523,5042.00,5042.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,361,361,100,139.3,
