Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-1432825765quid (%),Pump Intake Pressure (psi (g)),
East Arta\E-Arta-21.131,08/02/15 - 08:39,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,767,767,100,298.5,
East Arta\E-Arta-21.132,08/10/15 - 09:55,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2782,2769,100,1073.4,
East Arta\E-Arta-21.133,08/17/15 - 09:03,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,147,133,60,56.3,
East Arta\E-Arta-21.134,09/14/15 - 09:36,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,215,155,42,65.4,
East Arta\E-Arta-21.135,09/21/15 - 09:15,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,151,151,100,61.6,
East Arta\E-Arta-21.136,10/02/15 - 09:06,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,10/02/15 - 09:30,31086,6735,15850,-191,42.8,127.6,8.654,94.71,120.8,921.9,190.5,2318489.0,0,23889,10806,12252,11334,103,103,100,43.3,
East Arta\E-Arta-21.137,10/05/15 - 09:16,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,222,172,54,69.1,
East Arta\E-Arta-21.138,10/12/15 - 09:04,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,320,225,54,91.9,
East Arta\E-Arta-21.139,10/19/15 - 09:57,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,288,217,59,87.8,
East Arta\E-Arta-21.140,10/26/15 - 09:33,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,860,860,100,341.6,
East Arta\E-Arta-21.141,10/26/15 - 09:43,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,10/26/15 - 09:54,31187,6748,15999,-316,43.8,124.3,8.654,94.67,117.7,898.0,316.1,2324554.3,30,24231,10806,12627,11334,353,271,66,109.4,
East Arta\E-Arta-21.142,11/02/15 - 10:12,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,692,539,74,235.2,
East Arta\E-Arta-21.143,11/08/15 - 09:01,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,11/08/15 - 09:17,30476,7203,15434,-30,41.5,125.1,8.612,95.22,119.1,904.4,30.3,2270174.4,0,24243,10806,14950,11334,234,174,50,74.7,
East Arta\E-Arta-21.144,11/23/15 - 10:19,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,84,84,100,34.4,
East Arta\E-Arta-21.145,11/24/15 - 15:57,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,11/24/15 - 16:17,30577,5675,15076,-229,43.7,154.4,8.612,74.58,115.2,874.7,229.0,2276475.0,38,22431,10806,13382,11334,342,331,95,156.9,
East Arta\E-Arta-21.146,11/26/15 - 09:35,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,11/26/15 - 09:35,27572,5823,11525,-559,39.2,159.7,8.612,84.02,134.2,1019.0,558.5,2016215.8,33,15904,10806,18988,11334,X,X,X,X,
East Arta\E-Arta-21.147,12/04/15 - 08:29,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,12/04/15 - 08:51,30329,6478,14968,-682,49.0,150.0,8.571,89.86,134.8,1019.0,681.7,2256111.8,31,24347,10806,12446,11334,398,231,42,92.9,
East Arta\E-Arta-21.148,12/07/15 - 09:28,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,264,183,47,74.4,
East Arta\E-Arta-21.149,12/14/15 - 09:44,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,223,169,52,74.2,
East Arta\E-Arta-21.150,12/28/15 - 10:18,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,169.523,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,243,161,38,67.8,
East Arta\E-Arta-22.001,01/29/15 - 10:25,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3055,3055,100,1182.2,
East Arta\E-Arta-22.002,02/11/15 - 10:06,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,423,423,100,166.9,
East Arta\E-Arta-22.003,03/18/15 - 10:00,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,246,246,100,97.6,
East Arta\E-Arta-22.004,03/30/15 - 10:26,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,164,164,100,66.0,
East Arta\E-Arta-22.005,04/13/15 - 09:00,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,184,184,100,74.3,
East Arta\E-Arta-22.006,04/20/15 - 09:15,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,136,136,100,55.2,
East Arta\E-Arta-22.007,04/27/15 - 08:55,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,138,138,100,56.3,
East Arta\E-Arta-22.008,05/04/15 - 09:52,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,187,187,100,75.1,
East Arta\E-Arta-22.009,05/11/15 - 08:41,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,157,157,100,63.5,
East Arta\E-Arta-22.010,05/14/15 - 08:14,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,173,173,100,69.7,
East Arta\E-Arta-22.011,05/18/15 - 09:05,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,228,228,100,91.0,
East Arta\E-Arta-22.012,06/01/15 - 08:59,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,156,156,100,63.0,
East Arta\E-Arta-22.013,06/01/15 - 13:38,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,167,167,100,67.5,
East Arta\E-Arta-22.014,06/15/15 - 08:59,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,175,157,85,63.5,
East Arta\E-Arta-22.015,06/22/15 - 08:31,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,196,196,100,78.5,
East Arta\E-Arta-22.016,06/29/15 - 09:19,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,158,155,98,62.7,
East Arta\E-Arta-22.017,07/06/15 - 10:44,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,170,167,98,96.1,
East Arta\E-Arta-22.018,07/13/15 - 10:17,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,173,169,97,68.2,
East Arta\E-Arta-22.019,07/20/15 - 08:20,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,189,189,100,75.7,
East Arta\E-Arta-22.020,07/27/15 - 09:13,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,181,181,100,72.8,
East Arta\E-Arta-22.021,08/02/15 - 09:38,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,223,223,100,88.9,
East Arta\E-Arta-22.022,08/10/15 - 10:41,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,203,203,100,81.3,
East Arta\E-Arta-22.023,08/24/15 - 10:24,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,169,169,100,68.1,
East Arta\E-Arta-22.024,08/31/15 - 09:44,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,170,170,100,68.6,
East Arta\E-Arta-22.025,09/07/15 - 09:23,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,177,171,95,68.4,
East Arta\E-Arta-22.026,09/14/15 - 10:23,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,252,229,89,90.9,
East Arta\E-Arta-22.027,09/21/15 - 09:52,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,179,168,91,67.7,
East Arta\E-Arta-22.028,10/05/15 - 10:06,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,153,153,100,61.6,
East Arta\E-Arta-22.029,10/12/15 - 08:39,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,186,177,93,71.8,
East Arta\E-Arta-22.030,10/19/15 - 10:27,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,155,155,100,63.1,
East Arta\E-Arta-22.031,11/02/15 - 09:39,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,156,156,100,62.9,
East Arta\E-Arta-22.032,11/23/15 - 10:58,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,173,165,94,66.6,
East Arta\E-Arta-22.033,12/07/15 - 08:57,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,112,112,100,45.6,
East Arta\E-Arta-22.034,12/14/15 - 10:12,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,166,160,95,64.3,
East Arta\E-Arta-22.035,12/21/15 - 08:56,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,144,144,100,58.4,
East Arta\E-Arta-22.036,12/21/15 - 09:12,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,12/21/15 - 09:12,13025,6363,3206,-477,7.8,138.5,6.642,70.35,97.4,117.9,476.8,893280.6,0,11297,8290,9642,2299,X,X,X,X,
East Arta\E-Arta-22.037,12/28/15 - 10:54,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,92,81,73,33.1,
East Arta\E-Arta-24.009,12/25/15 - 10:25,E-Arta-24,3.500,3.750,4524.00,4524.00,0.04524,0.04524,5835.00,5835.00,X,20,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3853,3853,100,1482.9,
East Arta\E-Arta-24.010,12/25/15 - 10:28,E-Arta-24,3.500,3.750,4524.00,4524.00,0.04524,0.04524,5835.00,5835.00,X,20,1.05,X,912000,168.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3798,3798,100,1461.6,
East Arta\E-Arta-28.125,01/07/15 - 09:17,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1286,1286,100,503.2,
East Arta\E-Arta-28.126,01/14/15 - 09:25,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1245,1231,99,481.0,
East Arta\E-Arta-28.127,01/28/15 - 09:32,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1288,1288,100,503.8,
East Arta\E-Arta-28.128,02/04/15 - 09:02,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1243,1243,100,480.9,
East Arta\E-Arta-28.129,03/01/15 - 10:56,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1225,1147,94,449.3,
East Arta\E-Arta-28.130,03/15/15 - 09:40,E-Arta-28,3.500,2.750,3920.00,3920.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1234,1234,100,483.0,
