Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-1296773676quid (%),Pump Intake Pressure (psi (g)),
Arta\Arta-15.076,05/01/16 - 08:26,Arta-15,3.500,1.750,3503.00,3503.00,0.03509,0.03509,3390.00,3390.00,X,19,1.05,X,320000,85.535,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,190,157,57,64.2,
Arta\Arta-15.077,05/29/16 - 10:14,Arta-15,3.500,1.750,3503.00,3503.00,0.03509,0.03509,3390.00,3390.00,X,19,1.05,X,320000,85.535,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,171,167,93,66.7,
Arta\Arta-15.078,06/19/16 - 09:33,Arta-15,3.500,1.750,3503.00,3503.00,0.03509,0.03509,3390.00,3390.00,X,19,1.05,X,320000,85.535,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,158,157,99,63.3,
Arta\Arta-15.079,07/03/16 - 09:24,Arta-15,3.500,1.750,3503.00,3503.00,0.03509,0.03509,3390.00,3390.00,X,19,1.05,X,320000,85.535,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,184,183,99,73.1,
Arta\arta-16.083,04/03/16 - 14:46,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,4.5,
Arta\arta-16.084,04/17/16 - 09:33,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,3.2,
Arta\arta-16.085,05/01/16 - 08:51,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,3.8,
Arta\arta-16.086,05/29/16 - 09:49,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,5.0,
Arta\arta-16.087,06/19/16 - 09:04,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,3.3,
Arta\arta-16.088,07/03/16 - 09:07,Arta-16,3.500,1.750,2998.00,2998.00,0.02998,0.02998,2998.00,2998.00,X,40,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,2.9,
Arta\Arta-17.194,04/29/16 - 09:49,Arta-17,3.500,2.250,3716.00,3716.00,0.0369,0.0369,3681.00,3681.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2099,2099,100,822.2,
Arta\Arta-17.195,05/20/16 - 09:14,Arta-17,3.500,2.250,3716.00,3716.00,0.0369,0.0369,3681.00,3681.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2144,2134,100,836.6,
Arta\Arta-17.196,06/17/16 - 08:43,Arta-17,3.500,2.250,3716.00,3716.00,0.0369,0.0369,3681.00,3681.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2152,2152,100,843.1,
Arta\Arta-17.197,07/08/16 - 09:23,Arta-17,3.500,2.250,3716.00,3716.00,0.0369,0.0369,3681.00,3681.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2166,2166,100,848.0,
Arta\Arta-2.101,04/10/16 - 08:39,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,121,80,66,40.2,
Arta\Arta-2.102,04/17/16 - 09:04,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,120,78,65,37.0,
Arta\Arta-2.103,04/24/16 - 09:00,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,114,74,64,32.2,
Arta\Arta-2.104,05/08/16 - 08:33,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,118,78,66,34.2,
Arta\Arta-2.105,05/15/16 - 08:14,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,126,85,67,36.7,
Arta\Arta-2.106,06/05/16 - 08:49,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,113,73,65,33.8,
Arta\Arta-2.107,06/26/16 - 08:42,Arta-2,3.500,1.250,2881.00,2881.00,0.01,0.01,2948.00,2948.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,127,82,64,37.9,
Arta\Arta-26.286,04/02/16 - 08:41,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1467,1467,100,576.1,
Arta\Arta-26.287,04/06/16 - 09:27,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1460,1400,96,549.9,
Arta\Arta-26.288,04/13/16 - 10:02,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1420,1420,100,557.1,
Arta\Arta-26.289,04/20/16 - 08:33,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1469,1469,100,576.7,
Arta\Arta-26.290,04/22/16 - 08:13,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1507,1428,95,561.0,
Arta\Arta-26.291,04/25/16 - 07:28,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1438,1438,100,564.2,
Arta\Arta-26.292,04/27/16 - 09:52,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1428,1428,100,560.7,
Arta\Arta-26.293,05/04/16 - 08:27,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1414,1387,98,544.9,
Arta\Arta-26.294,05/09/16 - 09:04,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1422,1359,96,534.1,
Arta\Arta-26.295,05/18/16 - 08:58,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1446,1366,94,536.4,
Arta\Arta-26.296,05/25/16 - 08:57,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1420,1420,100,558.2,
Arta\Arta-26.297,06/01/16 - 10:08,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1434,1434,100,563.1,
Arta\Arta-26.298,06/08/16 - 08:29,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1429,1429,100,560.5,
Arta\Arta-26.299,06/15/16 - 08:04,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1411,1411,100,553.7,
Arta\Arta-26.300,06/22/16 - 08:02,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1459,1459,100,573.1,
Arta\Arta-26.301,06/29/16 - 08:39,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1554,1554,100,609.1,
Arta\Arta-26.302,07/13/16 - 09:35,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1425,1425,100,559.5,
Arta\Arta-26.303,07/14/16 - 17:22,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1406,1406,100,551.8,
Arta\Arta-26.304,07/16/16 - 09:07,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1409,1409,100,553.0,
Arta\Arta-26.305,07/18/16 - 10:05,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1429,1429,100,561.3,
Arta\Arta-26.306,07/22/16 - 08:52,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1423,1423,100,558.5,
Arta\Arta-26.307,07/26/16 - 08:44,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1374,1374,100,536.4,
Arta\Arta-26.308,08/03/16 - 10:36,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1391,1391,100,546.3,
Arta\Arta-26.309,08/10/16 - 08:37,Arta-26,3.500,X,3682.00,3682.00,0.03888,0.03888,3916.00,3916.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1402,1402,100,550.3,
Arta\Arta-27.337,04/06/16 - 09:33,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1358,1358,100,532.6,
Arta\Arta-27.338,04/13/16 - 10:07,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1379,1379,100,540.3,
Arta\Arta-27.339,04/20/16 - 08:28,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1455,1455,100,570.5,
Arta\Arta-27.340,04/22/16 - 08:08,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1388,1388,100,544.5,
Arta\Arta-27.341,04/25/16 - 09:00,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1349,1349,100,528.8,
Arta\Arta-27.342,04/27/16 - 09:58,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1353,1353,100,530.6,
Arta\Arta-27.343,05/04/16 - 08:21,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1339,1339,100,525.6,
Arta\Arta-27.344,05/09/16 - 08:58,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1342,1342,100,526.9,
Arta\Arta-27.345,05/18/16 - 08:53,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1432,1368,96,536.4,
Arta\Arta-27.346,05/25/16 - 09:07,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1391,1391,100,545.9,
Arta\Arta-27.347,06/01/16 - 09:57,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1419,1419,100,556.2,
Arta\Arta-27.348,06/08/16 - 08:23,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1362,1362,100,534.0,
Arta\Arta-27.349,06/14/16 - 08:32,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1365,1365,100,535.0,
Arta\Arta-27.350,06/15/16 - 07:59,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1386,1386,100,543.3,
Arta\Arta-27.351,06/22/16 - 07:56,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1360,1360,100,533.6,
Arta\Arta-27.352,06/29/16 - 08:34,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1421,1421,100,556.4,
Arta\Arta-27.353,07/13/16 - 09:29,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1394,1391,100,545.6,
Arta\Arta-27.354,07/16/16 - 09:00,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1410,1410,100,552.7,
Arta\Arta-27.355,07/18/16 - 10:10,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1404,1404,100,550.4,
Arta\Arta-27.356,07/20/16 - 09:43,Arta-27,3.500,X,3587.00,3587.00,0.03587,0.03587,3684.00,3684.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1389,1373,99,538.3,
Arta\Arta-27.357,07/26/16 - 08:35,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1356,1356,100,529.2,
Arta\Arta-27.358,07/29/16 - 15:20,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1349,1264,94,492.4,
Arta\Arta-27.359,07/31/16 - 08:30,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1371,1371,100,538.0,
Arta\Arta-27.360,08/01/16 - 09:26,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1369,1369,100,537.1,
Arta\Arta-27.361,08/02/16 - 10:45,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1342,1342,100,526.4,
Arta\Arta-27.362,08/03/16 - 10:42,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1327,1323,100,519.1,
Arta\Arta-27.363,08/10/16 - 08:30,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1342,1342,100,526.0,
Arta\Arta-28.132,04/03/16 - 14:32,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1046,996,95,389.4,
Arta\Arta-28.133,04/17/16 - 09:40,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1778,1547,87,608.9,
Arta\Arta-28.134,04/21/16 - 10:08,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,04/21/16 - 10:10,12216,6577,4401,-960,2.0,134.4,3.077,7.02,9.4,10.4,960.3,X,0,9299,7445,6074,4038,X,X,X,X,
Arta\Arta-28.135,07/08/16 - 09:30,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1825,1164,64,461.8,
Arta\Arta-28.136,07/24/16 - 09:30,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,965,965,100,378.6,
Arta\Arta-28.137,07/26/16 - 09:18,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,913,911,100,354.3,
Arta\Arta-29.108,04/03/16 - 14:25,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,226,114,32,45.8,
Arta\Arta-29.109,04/17/16 - 09:51,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,234,131,40,53.4,
Arta\Arta-29.110,05/01/16 - 09:00,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,203,112,36,46.8,
Arta\Arta-29.111,05/29/16 - 09:36,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,231,124,37,50.7,
Arta\Arta-29.112,06/19/16 - 08:46,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,240,131,39,53.5,
Arta\Arta-29.113,07/03/16 - 08:45,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,285,165,47,66.9,
Arta\Arta-29.114,07/24/16 - 09:37,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,196,126,48,52.1,
Arta\Arta-30.00000,08/06/16 - 08:51,E-Arta-30,3.500,X,3805.10,3805.10,0.0429,0.0429,3798.00,3798.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1006,733,73,285.7,
Arta\Arta-30.350,04/02/16 - 08:52,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,798,447,56,176.2,
