Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 387778418quid (%),Pump Intake Pressure (psi (g)),
Arta\Arta 1.026,06/23/13 - 08:42,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,87,87,100,36.4,
Arta\Arta 1.027,06/30/13 - 07:56,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,73,73,100,29.8,
Arta\Arta 1.028,07/07/13 - 08:38,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,67,67,100,27.4,
Arta\Arta 1.029,07/14/13 - 08:40,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,52,52,100,23.0,
Arta\Arta 1.030,07/21/13 - 08:06,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,83,83,100,33.6,
Arta\Arta 1.031,08/04/13 - 09:36,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,107,107,100,43.1,
Arta\Arta 1.032,08/11/13 - 07:51,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,60,60,100,24.1,
Arta\Arta 1.033,08/18/13 - 09:15,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,75,75,100,30.2,
.,08/25/13 - 08:57,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,89,89,100,36.0,
.,09/01/13 - 15:04,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,86,86,100,34.5,
.,09/08/13 - 09:46,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,83,83,100,33.0,
.,09/15/13 - 09:04,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,84,84,100,34.5,
.,09/22/13 - 09:24,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,56,56,100,22.9,
.,09/29/13 - 10:38,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,84,84,100,34.5,
.,10/06/13 - 09:39,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,84,84,100,34.4,
.,10/13/13 - 09:30,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,82,82,100,33.1,
.,10/20/13 - 08:49,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,72,72,100,29.1,
.,11/03/13 - 09:01,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,63,63,100,24.5,
.,11/10/13 - 08:48,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,91,91,100,36.2,
.,11/24/13 - 09:06,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23,23,100,9.4,
.,12/15/13 - 14:45,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,109,109,100,42.8,
.,12/29/13 - 09:47,Arta 1,3.500,1.250,3221.00,3221.00,0.03196,0.03196,3094.00,3094.00,X,19,1.05,X,228000,86.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,139,139,98,52.7,
Arta\Arta-11.006,01/31/13 - 14:18,Arta-11,3.500,1.250,3286.00,3286.00,0.0326,0.0326,3297.00,3297.00,X,19,1.05,X,912000,122.013,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,466,271,58,109.3,
Arta\Arta-11.007,10/19/13 - 09:02,Arta-11,3.500,2.250,5009.00,5009.00,0.0326,0.0326,4923.00,4923.00,X,19,1.05,X,912000,122.013,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1271,1271,100,501.5,
Arta\Arta-11.008,12/28/13 - 14:09,Arta-11,3.500,1.250,3286.00,3286.00,0.0326,0.0326,3297.00,3297.00,X,19,1.05,X,912000,122.013,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,-1.1,
Arta\Arta-12.001,10/28/13 - 15:42,Arta-12,3.500,1.750,2645.00,2645.00,0.05,0.05,2655.00,2655.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,534,518,97,175.9,
Arta\Arta-12.002,10/29/13 - 08:08,Arta-12,3.500,1.750,2645.00,2645.00,0.05,0.05,2655.00,2655.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1128,1128,100,383.1,
Arta\Arta-12.003,10/31/13 - 08:45,Arta-12,3.500,1.750,2645.00,2645.00,0.05,0.05,2655.00,2655.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1130,1130,100,383.6,
Arta\Arta-12.004,11/02/13 - 07:58,Arta-12,3.500,1.750,2645.00,2645.00,0.05,0.05,2655.00,2655.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1111,1111,100,377.0,
Arta\Arta-12.005,11/04/13 - 08:37,Arta-12,3.500,1.750,2645.00,2645.00,0.05,0.05,2655.00,2655.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1093,1093,100,370.7,
Arta\Arta-13.001,02/08/13 - 08:33,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,02/08/13 - 08:33,12720,6839,3714,-821,9.9,116.8,8.333,84.21,98.4,484.0,821.3,723212.8,0,7543,7479,7479,6648,X,X,X,X,
Arta\Arta-13.002,05/20/13 - 08:10,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,736,193,23,86.9,
Arta\Arta-13.003,05/26/13 - 09:46,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,855,221,23,90.8,
Arta\Arta-13.004,07/04/13 - 14:58,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,722,191,23,85.4,
Arta\Arta-13.005,07/07/13 - 08:55,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,07/07/13 - 08:55,11556,6575,2799,-393,8.0,119.1,8.295,91.47,108.9,533.3,393.1,667283.0,0,6412,7479,6076,6648,X,X,X,X,
Arta\Arta-13.006,08/04/13 - 09:45,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,769,699,90,274.6,
Arta\Arta-13.007,08/11/13 - 08:00,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,751,200,23,82.5,
Arta\Arta-13.008,08/25/13 - 09:06,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,730,195,23,83.9,
Arta\Arta-13.009,09/22/13 - 09:33,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,782,211,24,87.8,
Arta\Arta-13.010,10/06/13 - 09:51,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,2.2,
Arta\Arta-13.011,10/20/13 - 08:58,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,635,494,76,194.2,
Arta\Arta-13.012,11/11/13 - 09:22,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,717,198,24,81.5,
Arta\Arta-13.013,11/24/13 - 09:14,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,670,670,100,262.8,
Arta\Arta-13.014,12/01/13 - 10:09,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,719,200,24,82.4,
Arta\Arta-13.015,12/15/13 - 14:55,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1816,464,24,189.2,
Arta\Arta-13.016,12/22/13 - 10:22,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,533,533,100,210.3,
Arta\Arta-13.017,12/29/13 - 09:36,Arta-13,3.500,2.250,3675.00,3675.00,0.03112,0.03112,3640.00,3640.00,X,19,1.05,X,320000,120.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1269,334,24,134.9,
Arta\Arta-14.003,01/06/13 - 11:02,Arta-14,3.500,2.250,3630.00,3630.00,0.03636,0.03636,3640.00,3640.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,922,711,77,278.8,
Arta\Arta-14.004,02/17/13 - 08:31,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1541,1459,94,571.0,
Arta\Arta-14.005,03/03/13 - 08:47,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1683,1364,80,534.3,
Arta\Arta-14.006,03/07/13 - 09:38,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,03/07/13 - 09:41,9772,6974,1787,-1099,7.3,141.9,9.574,47.14,66.9,378.0,1098.6,718146.4,20,7452,7758,6171,6625,X,X,X,X,
Arta\Arta-14.007,03/07/13 - 09:50,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2094,1425,67,562.1,
Arta\Arta-14.008,03/08/13 - 08:04,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,03/08/13 - 08:04,9325,6846,2014,-1404,6.0,140.4,9.574,41.35,58.1,328.2,1404.0,686333.6,19,9441,7758,7758,6625,X,X,X,X,
Arta\Arta-14.009,03/14/13 - 10:19,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1843,1640,89,642.9,
Arta\Arta-14.010,03/24/13 - 10:04,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,03/24/13 - 10:07,14291,5736,2291,-1240,9.8,142.9,9.836,3.56,5.1,29.5,1239.7,944824.4,1,8452,7758,7112,6625,X,X,X,X,
Arta\Arta-14.011,03/25/13 - 16:14,Arta-14,3.500,2.250,3662.00,3662.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2608,584,20,241.9,
Arta\Arta-14.012,03/26/13 - 09:15,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2522,536,20,227.5,
Arta\Arta-14.013,03/26/13 - 09:26,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,03/26/13 - 09:26,14473,6212,2722,-1603,8.7,140.7,9.730,3.93,5.5,7.9,1602.7,956953.6,2,10157,7715,7715,1644,X,X,X,X,
Arta\Arta-14.014,03/31/13 - 08:06,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2380,526,21,226.8,
Arta\Arta-14.015,04/14/13 - 10:59,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1665,450,25,186.0,
Arta\Arta-14.016,05/03/13 - 08:12,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,406,142,28,60.2,
Arta\Arta-14.017,05/12/13 - 09:40,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1735,545,30,219.7,
Arta\Arta-14.018,05/20/13 - 10:26,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,7.7,
Arta\Arta-14.019,05/20/13 - 10:36,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,4.4,
Arta\Arta-14.020,05/26/13 - 15:42,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,131,66,28,26.4,
Arta\Arta-14.021,06/04/13 - 06:58,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,06/04/13 - 07:12,17687,6388,6989,-83,24.8,137.5,9.626,93.99,129.2,183.5,82.7,1219937.8,0,11049,7715,10610,1644,124,64,28,21.2,
Arta\Arta-14.022,06/23/13 - 09:06,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,126,65,29,30.2,
Arta\Arta-14.023,07/07/13 - 09:34,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,116,62,28,27.9,
Arta\Arta-14.024,07/14/13 - 09:06,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,946,330,32,135.0,
Arta\Arta-14.025,07/19/13 - 08:10,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,07/19/13 - 08:10,19410,6316,8863,-46,30.6,138.1,9.836,92.24,127.4,184.9,46.2,1374254.0,17,13484,7715,11372,1644,X,X,X,X,
Arta\Arta-14.026,07/25/13 - 07:33,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,127,127,100,34.9,
Arta\Arta-14.027,07/29/13 - 07:10,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,126,64,28,27.8,
Arta\Arta-14.028,08/18/13 - 09:56,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,899,288,29,117.2,
Arta\Arta-14.029,08/25/13 - 09:33,Arta-14,3.500,1.125,3636.00,3636.00,0.03636,0.03636,3596.00,3596.00,X,19,1.05,X,320000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,163,75,28,32.7,
