Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-1656969316quid (%),Pump Intake Pressure (psi (g)),
East Arta\E-A-42.037,04/06/14 - 10:06,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,284,223,78,88.8,
East Arta\E-A-42.038,04/13/14 - 10:21,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,200,200,100,76.8,
East Arta\E-A-42.039,04/20/14 - 11:26,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,230,176,76,53.3,
East Arta\E-A-42.040,05/18/14 - 08:28,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,290,208,72,82.2,
East Arta\E-A-42.041,06/01/14 - 09:41,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,273,217,80,84.9,
East Arta\E-A-42.042,06/08/14 - 13:47,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,205,137,67,55.7,
East Arta\E-A-42.043,06/15/14 - 08:57,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,357,292,82,116.8,
East Arta\E-A-42.044,07/06/14 - 12:54,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,247,199,81,80.0,
East Arta\E-A-42.045,07/27/14 - 10:23,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,219,219,100,70.2,
East Arta\E-A-42.046,08/10/14 - 09:08,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1569,1524,97,592.5,
East Arta\E-A-42.047,08/10/14 - 09:39,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,316,263,83,105.2,
East Arta\E-A-42.048,08/24/14 - 09:48,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,200,172,86,68.2,
East Arta\E-A-42.049,09/08/14 - 07:35,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,223,192,86,75.9,
East Arta\E-A-42.050,09/21/14 - 08:04,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,237,203,86,64.0,
East Arta\E-A-42.051,10/12/14 - 09:25,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,205,173,84,70.3,
East Arta\E-A-42.052,11/02/14 - 08:13,E-A-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,258,226,88,89.9,
East Arta\E-Arta-18.012,11/24/14 - 11:10,E-Arta-18,3.500,3.750,3743.00,3743.00,0.03743,0.03743,4092.00,4092.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3232,3232,100,1301.9,
East Arta\E-Arta-19.071,01/02/14 - 09:43,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,457,373,82,144.2,
East Arta\E-Arta-19.072,01/06/14 - 14:46,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,447,424,95,163.1,
East Arta\E-Arta-19.073,01/12/14 - 15:46,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,62,43,70,13.7,
East Arta\E-Arta-19.074,01/12/14 - 15:51,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,320,320,100,121.8,
East Arta\E-Arta-19.075,01/19/14 - 11:01,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,511,511,100,200.4,
East Arta\E-Arta-19.076,01/26/14 - 10:09,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,635,635,100,249.1,
East Arta\E-Arta-19.077,02/09/14 - 10:23,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,405,385,95,151.2,
East Arta\E-Arta-19.078,02/16/14 - 09:51,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,802,664,83,259.6,
East Arta\E-Arta-19.079,02/23/14 - 11:44,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,479,446,93,158.1,
East Arta\E-Arta-19.080,03/02/14 - 10:44,E-Arta-19,3.500,2.250,4195.00,4195.00,0.042,0.042,4314.00,4314.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,819,819,100,303.0,
East Arta\E-Arta-21.062,01/15/14 - 09:58,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1272,1272,100,494.8,
East Arta\E-Arta-21.063,01/22/14 - 11:12,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1299,1058,80,411.8,
East Arta\E-Arta-21.064,01/29/14 - 10:15,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1287,1287,100,499.6,
East Arta\E-Arta-21.065,02/19/14 - 10:48,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1254,1254,100,486.8,
East Arta\E-Arta-21.066,02/26/14 - 09:49,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1204,1078,88,402.8,
East Arta\E-Arta-21.067,03/05/14 - 09:59,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1187,1097,92,410.3,
East Arta\E-Arta-21.068,03/12/14 - 10:08,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1240,1240,100,483.4,
East Arta\E-Arta-21.069,03/26/14 - 09:19,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1042,1042,100,405.2,
East Arta\E-Arta-21.070,04/02/14 - 09:54,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1021,934,90,361.4,
East Arta\E-Arta-21.071,04/05/14 - 11:01,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2993,2993,100,1154.0,
East Arta\E-Arta-21.072,04/07/14 - 10:23,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1984,1984,100,771.0,
East Arta\E-Arta-21.073,04/07/14 - 10:33,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,04/07/14 - 10:33,19708,10885,1744,-893,11.8,147.1,11.180,20.93,30.8,303.5,893.5,1319471.3,9,14099,13863,13725,11348,X,X,X,X,
East Arta\E-Arta-21.074,04/10/14 - 11:06,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,04/10/14 - 11:06,20213,7171,1948,-2929,18.5,155.0,11.180,100.00,155.0,1527.9,2928.6,1430149.1,4,9563,13863,8586,11348,2064,2064,100,802.0,
East Arta\E-Arta-21.075,04/15/14 - 17:23,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,04/15/14 - 17:23,29252,6822,10004,-1471,41.1,130.5,10.843,92.99,121.3,1159.9,1470.5,2165477.2,19,20793,13863,18169,11348,X,X,X,X,
East Arta\E-Arta-21.076,04/15/14 - 17:30,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1580,1580,100,611.4,
East Arta\E-Arta-21.077,04/23/14 - 09:30,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1179,1179,100,441.8,
East Arta\E-Arta-21.078,04/30/14 - 09:27,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1934,1934,100,749.2,
East Arta\E-Arta-21.079,05/07/14 - 10:51,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1012,1012,100,395.9,
East Arta\E-Arta-21.080,05/14/14 - 10:39,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1226,1226,100,477.3,
East Arta\E-Arta-21.081,05/21/14 - 08:42,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1050,1049,100,406.8,
East Arta\E-Arta-21.082,05/28/14 - 14:31,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1213,1035,84,404.0,
East Arta\E-Arta-21.083,06/04/14 - 09:14,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1915,1915,100,741.7,
East Arta\E-Arta-21.084,06/04/14 - 14:08,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,06/04/14 - 14:14,23780,10615,5995,-1,27.6,139.4,11.043,64.97,90.6,882.0,1.0,1625162.6,7,17357,13863,17852,11348,X,X,X,X,
East Arta\E-Arta-21.085,06/08/14 - 09:49,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1797,1565,86,610.7,
East Arta\E-Arta-21.086,06/11/14 - 09:38,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1744,1651,94,643.9,
East Arta\E-Arta-21.087,06/18/14 - 08:03,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1481,1481,100,576.0,
East Arta\E-Arta-21.088,06/25/14 - 09:49,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1436,1436,100,557.9,
East Arta\E-Arta-21.089,07/02/14 - 09:35,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1539,1539,100,598.2,
East Arta\E-Arta-21.090,07/07/14 - 08:35,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1511,1511,100,587.0,
East Arta\E-Arta-21.091,07/09/14 - 10:04,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1449,1166,79,453.3,
East Arta\E-Arta-21.092,07/16/14 - 09:20,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1430,1430,100,555.7,
East Arta\E-Arta-21.093,07/23/14 - 09:02,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1363,1363,100,529.3,
East Arta\E-Arta-21.094,07/30/14 - 08:30,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1331,1331,100,500.7,
East Arta\E-Arta-21.095,08/06/14 - 07:58,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1330,1330,100,515.5,
East Arta\E-Arta-21.096,08/13/14 - 08:43,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1510,1510,100,586.9,
East Arta\E-Arta-21.097,09/03/14 - 15:08,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1332,1332,100,501.4,
East Arta\E-Arta-21.098,09/10/14 - 09:38,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1348,1348,100,507.6,
East Arta\E-Arta-21.099,09/11/14 - 09:16,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,09/11/14 - 09:16,28056,8322,8233,-1164,37.0,133.6,10.843,87.01,116.2,1111.3,1163.6,1990925.8,31,20452,13863,17131,11348,X,X,X,X,
East Arta\E-Arta-21.100,09/14/14 - 10:29,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,09/14/14 - 10:29,30074,7231,9627,-1614,42.2,134.3,10.909,89.07,119.6,1150.7,1613.8,2150050.2,29,21190,13863,21020,11348,X,X,X,X,
East Arta\E-Arta-21.101,09/24/14 - 08:23,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1510,1510,100,570.3,
East Arta\E-Arta-21.102,09/26/14 - 09:42,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,09/26/14 - 09:53,30349,7788,10358,-950,42.7,132.3,10.909,86.39,114.3,1099.2,950.0,2185149.5,51,16140,13863,13863,11348,1499,1499,100,565.8,
East Arta\E-Arta-21.103,10/01/14 - 15:10,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1422,1422,100,553.4,
East Arta\E-Arta-21.104,10/15/14 - 08:41,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1404,1404,100,546.0,
East Arta\E-Arta-21.105,10/22/14 - 09:22,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1653,1653,100,643.5,
East Arta\E-Arta-21.106,10/29/14 - 09:21,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1603,1603,100,622.6,
East Arta\E-Arta-21.107,11/05/14 - 09:55,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1573,1573,100,612.2,
East Arta\E-Arta-21.108,11/12/14 - 08:58,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1610,1610,100,626.3,
East Arta\E-Arta-21.109,12/03/14 - 10:36,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1659,1648,99,641.3,
East Arta\E-Arta-21.110,12/10/14 - 09:12,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1580,1580,100,597.4,
East Arta\E-Arta-21.111,12/12/14 - 16:20,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,12/12/14 - 16:20,19891,9875,1610,-1053,12.5,143.0,10.909,34.11,48.8,469.2,1053.2,1298233.7,33,13479,13863,13112,11348,X,X,X,X,
East Arta\E-Arta-21.112,12/17/14 - 15:42,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,785,785,100,289.2,
East Arta\E-Arta-21.113,12/18/14 - 11:00,E-Arta-21,3.500,2.750,4199.00,4199.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,881,881,100,326.3,
East Arta\E-Arta-21.114,12/24/14 - 08:48,E-Arta-21,3.500,2.750,4194.00,4194.00,0.04165,0.04165,4082.00,4082.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,626,626,100,243.9,
East Arta\E-Arta-28.077,01/15/14 - 09:36,E-Arta-28,3.500,2.750,4291.00,4291.00,0.04539,0.04539,4410.00,4410.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,803,803,100,311.6,
