Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-1296773676quid (%),Pump Intake Pressure (psi (g)),
Arta\Arta-27.373,10/21/16 - 10:15,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1378,1378,100,540.7,
Arta\Arta-27.374,10/27/16 - 08:46,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1345,1345,100,527.8,
Arta\Arta-27.375,11/06/16 - 10:34,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1369,1369,100,537.3,
Arta\Arta-27.376,11/07/16 - 10:36,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1372,1372,100,538.0,
Arta\Arta-27.377,11/11/16 - 09:21,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1341,1341,100,526.0,
Arta\Arta-27.378,11/16/16 - 09:06,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1341,1341,100,526.2,
Arta\Arta-27.379,11/23/16 - 10:01,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1352,1352,100,530.2,
Arta\Arta-27.380,11/29/16 - 08:47,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1364,1364,100,535.3,
Arta\Arta-27.381,12/07/16 - 09:08,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1407,1407,100,551.4,
Arta\Arta-27.382,12/14/16 - 08:47,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1424,1424,100,558.6,
Arta\Arta-27.383,12/21/16 - 09:04,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1334,1334,100,523.6,
Arta\Arta-27.384,12/28/16 - 08:44,Arta-27,3.500,X,3533.20,3533.20,0.03587,0.03587,3711.00,3711.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1319,1250,95,491.5,
Arta\Arta-28.138,08/18/16 - 09:56,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,918,918,100,360.5,
Arta\Arta-28.139,08/21/16 - 09:28,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1053,987,94,387.6,
Arta\Arta-28.140,08/25/16 - 09:19,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,08/25/16 - 09:29,12640,6731,4510,-834,2.4,134.9,3.279,7.52,10.1,11.9,834.1,X,7,11068,7445,7368,4038,939,914,97,358.7,
Arta\Arta-28.141,08/29/16 - 07:53,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,955,955,100,374.6,
Arta\Arta-28.142,08/31/16 - 09:36,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,926,926,100,359.4,
Arta\Arta-28.143,09/03/16 - 15:51,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,09/03/16 - 16:04,12527,6581,4530,-919,2.5,133.0,3.766,6.87,9.1,12.3,919.2,X,9,9588,7445,5954,4038,1629,1629,100,640.9,
Arta\Arta-28.144,09/14/16 - 09:18,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1163,1162,100,456.4,
Arta\Arta-28.145,09/15/16 - 09:01,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,09/15/16 - 09:10,12871,6943,4957,-673,2.9,133.8,3.766,8.27,11.1,14.9,673.2,X,8,10768,7445,5502,4038,940,940,100,369.2,
Arta\Arta-28.146,09/25/16 - 08:28,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,920,920,100,361.3,
Arta\Arta-28.147,09/29/16 - 09:13,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,910,910,100,357.6,
Arta\Arta-28.148,10/09/16 - 10:11,Arta-28,3.500,1.750,3690.00,3690.00,0.03694,0.03694,3692.00,3692.00,X,19,1.05,X,X,144.153,X,10/09/16 - 10:20,12247,6240,4274,-1154,2.6,134.7,3.734,7.07,9.5,12.7,1153.6,X,0,12942,7445,9973,4038,919,918,100,360.7,
Arta\Arta-29.115,08/21/16 - 09:34,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,247,146,45,59.2,
Arta\Arta-29.116,09/25/16 - 08:36,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,258,168,54,68.4,
Arta\Arta-29.117,11/20/16 - 10:27,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,227,151,54,61.1,
Arta\Arta-29.118,12/02/16 - 08:32,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,261,175,57,70.6,
Arta\Arta-29.119,12/15/16 - 08:49,Arta-29,3.500,1.750,3651.00,3651.00,0.03625,0.03625,3590.00,3590.00,X,19,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,380,258,62,103.2,
Arta\Arta-30.00000,08/06/16 - 08:51,E-Arta-30,3.500,X,3805.10,3805.10,0.0429,0.0429,3798.00,3798.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1006,733,73,285.7,
Arta\Arta-30.364,08/03/16 - 09:23,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,970,720,74,282.4,
Arta\Arta-30.365,08/04/16 - 10:20,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,945,713,75,280.0,
Arta\Arta-30.366,08/10/16 - 08:10,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,939,740,79,291.2,
Arta\Arta-30.367,08/11/16 - 08:21,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,919,664,72,260.8,
Arta\Arta-30.368,08/17/16 - 08:15,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,907,907,100,355.2,
Arta\Arta-30.369,08/21/16 - 08:38,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,938,938,100,367.5,
Arta\Arta-30.370,08/24/16 - 08:43,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,911,911,100,356.6,
Arta\Arta-30.371,08/30/16 - 08:18,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,874,651,74,250.1,
Arta\Arta-30.372,09/02/16 - 08:59,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,852,619,72,237.6,
Arta\Arta-30.373,09/06/16 - 08:27,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,931,931,100,364.9,
Arta\Arta-30.374,09/07/16 - 08:29,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,910,910,100,356.4,
Arta\Arta-30.375,09/13/16 - 09:13,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,835,599,71,234.9,
Arta\Arta-30.376,09/15/16 - 09:24,Arta-30,3.500,X,3805.10,3805.10,0.03828,0.03828,3798.00,3798.00,X,19,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,921,692,75,272.1,
