Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-876888990quid (%),Pump Intake Pressure (psi (g)),
H E-1X,02/03/17 - 13:26,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1578,1578,100,616.2,
H E-1X,02/03/17 - 13:32,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,1.3,
H E-1X,02/16/17 - 15:16,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,690,667,97,261.2,
H E-1X,02/26/17 - 10:56,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1514,1506,100,599.9,
H E-1X,03/02/17 - 08:04,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,688,688,100,280.3,
H E-1X,03/02/17 - 08:12,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2072,1950,94,768.8,
H E-1X,03/04/17 - 12:26,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,699,626,90,245.6,
H E-1X,03/05/17 - 10:53,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,686,589,86,231.1,
H E-1X,03/09/17 - 09:01,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,676,676,100,265.8,
H E-1X,03/15/17 - 08:00,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1508,1508,100,589.5,
H E-1X,03/16/17 - 10:37,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1502,1502,100,586.9,
H E-1X,03/21/17 - 11:03,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,691,594,86,233.1,
H E-1X,04/05/17 - 16:35,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,721,637,88,249.5,
H E-1X,04/11/17 - 09:17,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1530,1530,100,597.7,
H E-1X,04/22/17 - 13:01,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,711,711,100,277.6,
H E-1X,05/18/17 - 09:56,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,726,726,100,285.4,
H E-1X,06/04/17 - 09:20,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,733,715,97,279.9,
H E-1X,07/10/17 - 09:11,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,717,717,100,279.3,
H E-1X,07/12/17 - 10:54,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,689,689,100,270.1,
H E-1X,07/12/17 - 11:16,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,07/12/17 - 11:16,20105,10556,6011,-178,4.4,58.2,5.438,88.44,51.4,165.1,178.1,210953.5,0,X,X,X,X,X,X,X,X,
H E-1X,07/12/17 - 12:28,H E-1X,3.500,2.250,4914.70,4914.70,0.05,0.05,5098.43,5098.43,X,20,1.15,X,456000,68.000,75,07/12/17 - 12:28,19846,11223,6244,-145,2.9,55.4,3.644,89.09,49.4,106.2,145.2,188677.2,0,19643,12408,14924,7971,X,X,X,X,
