Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 1742857231quid (%),Pump Intake Pressure (psi (g)),
East Arta\E-A-42.099,09/27/18 - 09:03,E-Arta-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,232,204,88,82.4,
East Arta\E-A-42.100,11/15/18 - 08:17,E-Arta-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,199,199,100,80.6,
East Arta\E-A-42.101,12/14/18 - 10:28,E-Arta-42,3.500,1.250,4455.00,4455.00,0.04455,0.04455,4473.00,4473.00,X,20,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,255,236,93,95.0,
East Arta\E-Arata-17.003,09/04/18 - 19:18,E-Arata-17,X,X,X,X,0.03,0.03,4287.00,4287.00,X,40,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2381,2381,100,X,
East Arta\E-Arata-17.004,09/16/18 - 12:36,E-Arata-17,X,X,X,X,0.03,0.03,4287.00,4287.00,X,40,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1796,1796,100,X,
East Arta\E-arta-12.003,01/07/18 - 10:27,E-arta-12,3.500,1.750,3935.00,3935.00,0.03935,0.03935,3940.00,3940.00,X,40,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3302,3302,100,1086.5,
East Arta\E-Arta-18.022,01/03/18 - 09:53,E-Arta-18,X,X,X,X,0.03743,0.03743,4124.00,4124.00,X,20,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1149,1149,100,X,
East Arta\E-Arta-18.023,01/26/18 - 08:55,E-Arta-18,X,X,X,X,0.03743,0.03743,4124.00,4124.00,X,20,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2293,2293,100,X,
East Arta\E-Arta-18.024,02/23/18 - 09:24,E-Arta-18,X,X,X,X,0.03743,0.03743,4124.00,4124.00,X,20,1.05,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2345,2345,100,X,
East Arta\E-Arta-2.004,01/28/18 - 09:40,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,245,245,100,97.2,
East Arta\E-Arta-2.005,02/25/18 - 10:01,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,258,250,85,98.8,
East Arta\E-Arta-2.006,03/05/18 - 08:38,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,147,147,100,59.0,
East Arta\E-Arta-2.007,03/11/18 - 10:29,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,689,689,100,269.5,
East Arta\E-Arta-2.008,03/25/18 - 09:15,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,776,776,100,303.0,
East Arta\E-Arta-2.009,04/08/18 - 09:38,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,893,893,100,348.2,
East Arta\E-Arta-2.010,04/19/18 - 09:57,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1009,993,98,386.5,
East Arta\E-Arta-2.011,04/26/18 - 09:51,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,969,969,100,377.3,
East Arta\E-Arta-2.012,06/25/18 - 10:57,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1095,1095,100,426.2,
East Arta\E-Arta-2.013,06/27/18 - 09:04,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1053,1053,100,410.8,
East Arta\E-Arta-2.014,06/28/18 - 10:19,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,X,94.000,X,06/28/18 - 10:36,12482,9387,2435,-184,2.3,93.2,4.276,88.38,82.4,125.8,184.3,X,14,10046,9832,8451,4304,1118,944,81,368.5,
East Arta\E-Arta-2.015,07/15/18 - 11:00,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1035,1035,100,405.3,
East Arta\E-Arta-2.016,07/25/18 - 09:45,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,X,94.000,X,07/25/18 - 09:59,12192,9395,2230,-214,2.1,92.6,4.265,76.63,71.0,108.1,213.8,X,13,14573,9832,11601,4304,1051,997,94,389.7,
East Arta\E-Arta-2.017,07/28/18 - 08:14,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,07/28/18 - 08:24,16594,7681,4808,-2366,4.2,89.9,4.255,5.37,4.8,7.3,2366.5,800581.9,0,15079,9832,10013,4304,2219,990,39,393.7,
East Arta\E-Arta-2.018,07/29/18 - 10:22,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,611,322,29,131.3,
East Arta\E-Arta-2.019,08/01/18 - 09:21,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,239,239,100,94.6,
East Arta\E-Arta-2.020,08/05/18 - 08:59,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,205,205,100,81.4,
East Arta\E-Arta-2.021,08/27/18 - 08:55,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,214,214,100,85.2,
East Arta\E-Arta-2.022,09/30/18 - 11:42,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,151,151,100,60.9,
East Arta\E-Arta-2.023,10/13/18 - 09:52,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,10/13/18 - 10:00,18738,9748,7306,-366,3.2,89.6,4.235,5.46,4.9,7.4,365.9,925275.9,8,14320,9832,6933,4304,163,163,100,65.1,
East Arta\E-Arta-2.024,11/27/18 - 08:49,E-Arta-2,3.500,1.750,3933.00,3933.00,0.03908,0.03908,3730.00,3730.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,193,193,100,78.6,
East Arta\E-Arta-20.004,02/03/18 - 08:54,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3736,3736,100,1488.8,
East Arta\E-Arta-20.005,02/03/18 - 09:40,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3813,3813,100,1471.0,
East Arta\E-Arta-20.006,09/13/18 - 09:25,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,4019,4019,100,1548.4,
East Arta\E-Arta-20.007,09/20/18 - 10:24,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,4080,4080,100,1567.1,
East Arta\E-Arta-20.008,09/24/18 - 10:46,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,979,979,100,383.5,
East Arta\E-Arta-20.009,09/25/18 - 09:33,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,09/25/18 - 09:40,11969,9954,98,-291,1.1,103.2,5.341,100.00,103.2,100.4,291.3,589807.4,15,12063,11028,11078,2659,1708,1708,100,661.9,
East Arta\E-Arta-20.010,09/26/18 - 17:23,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,464,444,96,176.4,
East Arta\E-Arta-20.011,09/27/18 - 09:15,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,09/27/18 - 09:48,12463,10079,507,-64,1.6,103.6,5.341,99.70,103.3,100.5,64.5,609658.8,8,12197,11028,11255,2659,1019,984,97,386.4,
East Arta\E-Arta-20.012,09/30/18 - 12:17,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,09/30/18 - 12:26,14919,9454,2332,-74,3.8,100.3,5.325,98.50,98.7,95.8,73.5,730438.8,0,12953,11028,10968,2659,1098,991,90,389.0,
East Arta\E-Arta-20.013,10/01/18 - 10:56,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1459,1459,100,570.0,
East Arta\E-Arta-20.014,10/02/18 - 10:49,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,10/02/18 - 10:58,13040,10041,741,-144,1.9,103.8,5.341,99.98,103.7,100.9,143.9,621837.5,0,12035,11028,10829,2659,1912,1855,97,721.8,
East Arta\E-Arta-20.015,10/03/18 - 08:16,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2680,2680,100,1037.8,
East Arta\E-Arta-20.016,10/03/18 - 11:41,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,266,266,100,106.8,
East Arta\E-Arta-20.017,10/03/18 - 11:45,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,293,293,100,117.2,
East Arta\E-Arta-20.018,10/04/18 - 08:20,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,680,657,97,259.4,
East Arta\E-Arta-20.019,10/07/18 - 09:45,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1518,1518,100,584.9,
East Arta\E-Arta-20.020,10/08/18 - 10:33,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,327,327,100,130.7,
East Arta\E-Arta-20.021,10/14/18 - 09:54,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,619,551,89,218.4,
East Arta\E-Arta-20.022,10/18/18 - 09:12,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2449,2410,98,934.8,
East Arta\E-Arta-20.023,10/19/18 - 09:11,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,651,598,92,236.2,
East Arta\E-Arta-20.024,11/03/18 - 09:04,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2028,1922,95,748.2,
East Arta\E-Arta-20.025,11/21/18 - 08:40,E-Arta-20,3.500,1.250,4762.60,4762.60,0.0477,0.0477,4755.00,4755.00,X,20,1.05,X,320000,102.243,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1875,1875,100,729.2,
East Arta\E-Arta-21.222,01/02/18 - 08:57,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1601,1601,100,624.3,
East Arta\E-Arta-21.223,01/05/18 - 10:22,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1476,1443,98,562.6,
East Arta\E-Arta-21.224,01/07/18 - 10:34,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1413,1101,78,435.9,
East Arta\E-Arta-21.225,01/17/18 - 09:23,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1146,1050,92,409.0,
East Arta\E-Arta-21.226,01/24/18 - 08:41,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,993,906,91,353.1,
East Arta\E-Arta-21.227,02/14/18 - 12:37,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,732,631,86,246.6,
East Arta\E-Arta-21.228,02/28/18 - 10:47,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1426,1363,96,530.7,
East Arta\E-Arta-21.229,03/04/18 - 09:38,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,701,701,100,273.3,
East Arta\E-Arta-21.230,03/14/18 - 09:37,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,636,599,94,233.7,
East Arta\E-Arta-21.231,03/27/18 - 12:47,E-Arta-21,3.500,2.750,4129.00,4129.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1795,1795,100,698.9,
East Arta\E-Arta-21.232,03/28/18 - 09:20,E-Arta-21,3.500,2.750,4142.00,4142.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1810,1810,100,704.8,
East Arta\E-Arta-21.233,03/29/18 - 08:44,E-Arta-21,3.500,2.750,4142.00,4142.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1780,1780,100,693.2,
East Arta\E-Arta-21.234,03/30/18 - 09:52,E-Arta-21,3.500,2.750,4142.00,4142.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1629,1629,100,635.4,
East Arta\E-Arta-21.235,03/31/18 - 08:42,E-Arta-21,3.500,2.750,4142.00,4142.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1571,1571,100,613.2,
East Arta\E-Arta-21.236,04/02/18 - 08:45,E-Arta-21,3.500,2.750,4142.00,4142.00,0.04165,0.04165,4118.00,4118.00,X,20,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1405,1405,100,547.3,
East Arta\E-Arta-21.237,04/05/18 - 10:24,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1291,1291,100,500.5,
East Arta\E-Arta-21.238,04/09/18 - 10:10,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1181,1181,100,457.6,
East Arta\E-Arta-21.239,04/11/18 - 11:33,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1116,1116,100,432.4,
East Arta\E-Arta-21.240,04/18/18 - 09:54,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1142,1142,100,441.9,
East Arta\E-Arta-21.241,04/22/18 - 09:28,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1121,1121,100,433.9,
East Arta\E-Arta-21.242,05/02/18 - 09:54,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1466,1466,100,567.6,
East Arta\E-Arta-21.243,05/04/18 - 09:11,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,944,944,100,360.4,
East Arta\E-Arta-21.244,05/06/18 - 08:53,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,837,837,100,324.6,
East Arta\E-Arta-21.245,05/08/18 - 09:43,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1573,1565,100,606.1,
East Arta\E-Arta-21.246,05/10/18 - 09:34,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,898,898,100,347.9,
East Arta\E-Arta-21.247,05/16/18 - 09:40,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,746,672,89,261.2,
East Arta\E-Arta-21.248,05/20/18 - 09:08,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,654,551,83,197.9,
East Arta\E-Arta-21.249,05/22/18 - 09:15,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,638,549,85,213.4,
East Arta\E-Arta-21.250,06/03/18 - 09:47,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,739,711,96,276.0,
