Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 1742857231quid (%),Pump Intake Pressure (psi (g)),
East Arta\E-Arta-21.251,06/05/18 - 10:58,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,486,389,77,152.4,
East Arta\E-Arta-21.252,06/06/18 - 07:42,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,515,417,79,162.8,
East Arta\E-Arta-21.253,06/06/18 - 15:48,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,540,469,85,180.1,
East Arta\E-Arta-21.254,06/07/18 - 12:42,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,535,442,81,172.5,
East Arta\E-Arta-21.255,06/08/18 - 08:46,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,537,420,76,164.3,
East Arta\E-Arta-21.256,06/09/18 - 08:59,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,560,560,100,215.6,
East Arta\E-Arta-21.257,06/10/18 - 08:47,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,581,528,90,205.4,
East Arta\E-Arta-21.258,06/13/18 - 08:49,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,639,639,100,248.3,
East Arta\E-Arta-21.259,06/20/18 - 10:52,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,473,397,82,155.2,
East Arta\E-Arta-21.260,06/21/18 - 10:56,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,476,374,76,146.8,
East Arta\E-Arta-21.261,06/22/18 - 10:39,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,459,372,78,145.3,
East Arta\E-Arta-21.262,06/24/18 - 11:12,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,457,364,77,142.6,
East Arta\E-Arta-21.263,06/24/18 - 11:18,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,444,352,76,139.6,
East Arta\E-Arta-21.264,06/26/18 - 10:34,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,489,489,100,191.4,
East Arta\E-Arta-21.265,06/27/18 - 10:10,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,516,419,79,163.6,
East Arta\E-Arta-21.266,07/01/18 - 17:33,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,411,327,76,131.1,
East Arta\E-Arta-21.267,07/03/18 - 09:25,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,539,451,82,176.1,
East Arta\E-Arta-21.268,07/04/18 - 09:56,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,522,522,100,203.4,
East Arta\E-Arta-21.269,07/05/18 - 09:46,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,533,446,82,174.1,
East Arta\E-Arta-21.270,07/06/18 - 09:42,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,520,520,100,202.7,
East Arta\E-Arta-21.271,07/11/18 - 09:54,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,508,405,77,158.2,
East Arta\E-Arta-21.272,07/14/18 - 10:10,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,536,536,100,208.7,
East Arta\E-Arta-21.273,07/16/18 - 11:46,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,506,404,77,157.9,
East Arta\E-Arta-21.274,07/21/18 - 16:30,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,477,372,75,146.0,
East Arta\E-Arta-21.275,07/23/18 - 09:37,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100,2.1,
East Arta\E-Arta-21.276,07/23/18 - 09:40,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,491,384,76,150.5,
East Arta\E-Arta-21.277,07/25/18 - 08:51,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,540,476,87,186.0,
East Arta\E-Arta-21.278,07/26/18 - 09:02,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,530,472,88,184.5,
East Arta\E-Arta-21.279,07/29/18 - 09:11,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,496,407,80,159.3,
East Arta\E-Arta-21.280,08/01/18 - 10:24,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,543,460,83,179.7,
East Arta\E-Arta-21.281,08/02/18 - 09:50,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,882,882,100,342.6,
East Arta\E-Arta-21.282,08/03/18 - 09:47,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,804,723,89,279.6,
East Arta\E-Arta-21.283,08/06/18 - 09:17,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,699,699,100,271.3,
East Arta\E-Arta-21.284,08/09/18 - 09:16,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,687,604,87,235.0,
East Arta\E-Arta-21.285,08/12/18 - 10:54,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,704,676,96,262.7,
East Arta\E-Arta-21.286,08/15/18 - 11:36,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,689,668,97,255.2,
East Arta\E-Arta-21.287,08/19/18 - 08:57,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,650,650,100,251.1,
East Arta\E-Arta-21.288,08/23/18 - 09:16,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,760,760,100,294.2,
East Arta\E-Arta-21.289,08/29/18 - 10:57,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,684,634,92,246.6,
East Arta\E-Arta-21.290,09/02/18 - 09:01,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,715,715,100,278.1,
East Arta\E-Arta-21.291,09/08/18 - 09:23,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,730,730,100,283.9,
East Arta\E-Arta-21.292,09/12/18 - 10:09,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,728,669,91,259.9,
East Arta\E-Arta-21.293,09/20/18 - 11:06,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,714,714,100,277.1,
East Arta\E-Arta-21.294,09/30/18 - 11:04,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,726,665,91,258.7,
East Arta\E-Arta-21.295,10/08/18 - 09:41,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,729,729,100,283.1,
East Arta\E-Arta-21.296,10/17/18 - 09:21,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,756,697,92,270.9,
East Arta\E-Arta-21.297,10/31/18 - 09:46,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,915,915,100,354.8,
East Arta\E-Arta-21.298,11/06/18 - 09:01,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,829,829,100,321.7,
East Arta\E-Arta-21.299,11/08/18 - 11:16,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,832,832,100,322.9,
East Arta\E-Arta-21.300,11/12/18 - 08:36,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,799,721,90,280.0,
East Arta\E-Arta-21.301,11/14/18 - 10:35,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,779,706,90,274.0,
East Arta\E-Arta-21.302,11/20/18 - 10:02,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,730,730,100,283.1,
East Arta\E-Arta-21.303,12/01/18 - 09:58,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,756,665,87,258.7,
East Arta\E-Arta-21.304,12/05/18 - 11:04,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,831,831,100,322.7,
East Arta\E-Arta-21.305,12/12/18 - 09:44,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,775,710,91,276.0,
East Arta\E-Arta-21.306,12/21/18 - 09:41,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,720,720,100,279.7,
East Arta\E-Arta-21.307,12/31/18 - 10:03,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1540,1540,100,597.0,
East Arta\E-Arta-21.308,01/03/19 - 11:07,E-Arta-21,3.500,X,4172.00,4172.00,0.04165,0.04165,4118.00,4118.00,60.0,20.5,1.05,X,X,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,971,882,90,342.0,
East Arta\E-Arta-22.113,01/02/18 - 08:13,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,202,202,100,80.9,
East Arta\E-Arta-22.114,01/07/18 - 10:56,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1361,1361,100,532.6,
East Arta\E-Arta-22.115,01/17/18 - 09:42,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,164,164,100,66.0,
East Arta\E-Arta-22.116,01/24/18 - 09:20,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,200,200,100,79.8,
East Arta\E-Arta-22.117,02/14/18 - 12:16,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,170,170,100,68.3,
East Arta\E-Arta-22.118,02/28/18 - 10:25,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,161,161,100,64.5,
East Arta\E-Arta-22.119,03/04/18 - 10:09,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,148,148,100,59.7,
East Arta\E-Arta-22.120,03/14/18 - 09:16,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,200,200,100,80.0,
East Arta\E-Arta-22.121,03/29/18 - 09:14,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,169,169,100,68.2,
East Arta\E-Arta-22.122,04/11/18 - 11:07,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,216,205,93,82.1,
East Arta\E-Arta-22.123,04/18/18 - 09:35,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,226,226,100,89.7,
East Arta\E-Arta-22.124,05/02/18 - 09:30,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,188,188,100,75.4,
East Arta\E-Arta-22.125,05/23/18 - 09:41,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,273,273,100,108.4,
East Arta\E-Arta-22.126,06/07/18 - 12:08,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,180,165,88,66.6,
East Arta\E-Arta-22.127,06/21/18 - 10:21,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,181,181,100,73.2,
East Arta\E-Arta-22.128,06/27/18 - 09:40,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,164,164,100,66.0,
East Arta\E-Arta-22.129,07/11/18 - 09:26,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,230,230,100,91.4,
East Arta\E-Arta-22.130,07/22/18 - 10:07,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,191,191,100,76.2,
East Arta\E-Arta-22.131,07/22/18 - 10:22,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,07/22/18 - 10:22,14565,6246,3517,-806,11.3,139.2,8.824,65.95,91.8,147.6,805.7,1005414.1,0,12346,8290,11579,2299,X,X,X,X,
East Arta\E-Arta-22.132,07/24/18 - 08:43,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,212,207,97,83.0,
East Arta\E-Arta-22.133,08/01/18 - 09:56,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,228,228,100,91.1,
East Arta\E-Arta-22.134,08/29/18 - 09:54,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,193,193,100,77.5,
East Arta\E-Arta-22.135,09/12/18 - 09:36,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,208,208,100,83.1,
East Arta\E-Arta-22.136,10/03/18 - 08:58,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,189,189,100,75.8,
East Arta\E-Arta-22.137,11/14/18 - 10:17,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,176,176,100,70.3,
East Arta\E-Arta-22.138,12/12/18 - 09:21,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,169,169,100,68.1,
East Arta\E-Arta-22.139,01/04/19 - 08:27,E-Arta-22,3.500,1.250,4117.00,4117.00,0.04123,0.04123,4066.00,4066.00,X,20,1.05,X,640000,144.000,X,01/04/19 - 08:41,10254,7420,1581,-665,6.6,142.6,8.780,60.41,86.1,137.8,665.1,773204.4,6,9576,8290,9266,2299,618,618,100,243.8,
East Arta\E-Arta-28.256,01/02/18 - 08:20,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2146,2146,100,837.2,
East Arta\E-Arta-28.257,01/07/18 - 10:50,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2126,2126,100,829.3,
East Arta\E-Arta-28.258,01/17/18 - 09:35,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1734,1734,100,679.4,
East Arta\E-Arta-28.259,01/24/18 - 09:26,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1749,1749,100,685.2,
East Arta\E-Arta-28.260,02/04/18 - 10:22,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1697,1697,100,664.8,
East Arta\E-Arta-28.261,02/14/18 - 12:03,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1644,1644,100,644.2,
East Arta\E-Arta-28.262,02/28/18 - 10:33,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1632,1632,100,639.8,
East Arta\E-Arta-28.263,03/04/18 - 09:56,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1762,1762,100,689.9,
East Arta\E-Arta-28.264,03/14/18 - 09:22,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1657,1657,100,649.3,
East Arta\E-Arta-28.265,03/29/18 - 09:08,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1589,1589,100,623.0,
East Arta\E-Arta-28.266,04/11/18 - 11:14,E-Arta-28,3.500,X,3465.00,3465.00,0.04539,0.04539,4274.00,4274.00,X,20,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1565,1565,100,613.8,
