Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-685014685quid (%),Pump Intake Pressure (psi (g)),
EPC\105.006,05/30/15 - 10:52,X,3.500,2.750,3267.72,2551.88,0.05,0.05,4153.54,3148.99,X,19,1.05,X,456000,120.000,X,05/30/15 - 11:23,12035,1211,6141,-2637,13.3,109.9,5.607,96.04,105.5,521.9,2637.0,399121.6,0,9963,4907,3678,6676,1740,1309,75,518.9,
EPC\106.005,01/24/15 - 07:52,X,2.875,1.750,5429.79,3407.69,0.052149,0.052149,5275.59,3322.82,X,20,1.05,X,320000,83.077,40,01/24/15 - 08:39,14507,2965,5791,-2357,7.3,71.5,6.844,44.37,31.7,77.6,2357.3,222964.4,0,11200,6500,5654,3358,79,79,100,33.2,
EPC\106.006,05/28/15 - 14:57,X,2.875,1.750,5396.98,3389.63,0.05,0.05,5275.59,3322.82,X,20,1.05,X,320000,83.077,40,05/28/15 - 15:41,14047,2710,5853,-2627,7.3,74.3,6.923,40.58,30.1,74.5,2627.3,204941.0,0,11494,6468,5461,3341,48,48,100,21.1,
EPC\106.007,03/07/16 - 08:40,X,2.875,1.750,5396.98,3389.63,0.05,0.05,5275.59,3322.82,X,20,1.05,X,320000,83.077,40,03/07/16 - 09:58,13896,3307,5431,-2349,6.7,69.9,6.870,37.04,25.9,63.5,2348.7,221292.7,0,9930,6466,5733,3348,64,64,100,28.3,
EPC\107.006,01/23/15 - 10:09,X,3.500,2.750,2624.67,2077.80,0.05,0.05,6263.12,3786.05,X,20,1.05,X,320000,106.000,50,01/23/15 - 11:01,14189,3682,8730,-254,13.6,97.3,6.228,95.71,93.1,511.2,254.0,434068.9,0,11589,4465,4465,5425,1023,649,63,257.9,
EPC\107.007,06/01/15 - 10:46,X,3.500,2.750,2624.67,2077.80,0.05,0.05,6263.12,3786.05,X,20,1.15,X,320000,106.000,50,06/01/15 - 11:31,15657,3900,10329,-57,15.0,94.8,6.186,97.23,92.1,502.5,57.1,465060.9,0,13878,4415,3996,5834,1004,641,64,255.2,
EPC\107.009,03/09/16 - 15:41,X,3.500,2.750,2624.67,2077.80,0.05,0.05,6263.12,3786.05,X,20,1.15,X,320000,106.000,50,03/09/16 - 15:53,11611,629,6372,-3311,14.6,98.2,6.207,94.55,92.8,508.0,3310.9,436511.5,0,8746,4412,3252,5856,X,X,X,X,
EPC\108.001,06/04/15 - 14:44,X,3.500,2.250,5190.29,2845.26,0.0509514,0.0509514,5433.07,2925.73,X,20,1.15,X,320000,85.000,50,06/04/15 - 16:04,14452,3359,7186,-1575,5.4,68.0,5.980,38.09,25.9,91.4,1574.8,281613.3,20,12378,5541,4564,4603,1723,1723,100,673.1,
EPC\109.004,11/20/16 - 07:26,X,3.500,2.750,2782.15,2782.15,0.05,0.05,3152.89,3152.89,X,20,1.05,X,320000,54.000,25,11/20/16 - 08:22,8534,4788,2744,-116,2.4,51.1,6.164,96.79,49.4,268.7,116.1,99651.4,0,7626,5382,5686,7046,987,987,100,384.8,
EPC\11.003,01/21/15 - 09:12,X,2.875,2.250,3946.85,2679.63,0.05,0.05,4354.66,2912.04,X,21,1.05,X,145000,44.000,40,01/21/15 - 09:56,11027,3019,5544,-1409,4.3,35.6,7.725,98.84,35.2,160.4,1409.2,152010.8,6,9886,5151,4184,4686,900,900,100,348.9,
EPC\11.004,05/26/15 - 08:36,X,2.875,2.250,3946.85,2679.63,0.05,0.05,4354.66,2912.04,X,21,1.05,X,145000,44.000,40,05/26/15 - 09:06,12106,4118,5987,-21,4.2,38.8,7.692,94.62,36.7,166.5,20.8,182122.8,0,9579,5151,5151,4686,897,897,100,348.0,
EPC\11.005,11/17/16 - 08:26,X,2.875,2.250,3946.85,2679.63,0.05,0.05,4354.66,2912.04,X,21,1.05,X,145000,44.000,40,11/17/16 - 08:59,8037,3989,2121,-267,1.8,41.4,7.531,99.00,41.0,182.4,266.8,82418.3,0,7343,5151,5673,4686,907,907,100,351.7,
EPC\111.005,03/07/16 - 15:45,X,2.875,1.750,3930.45,2583.80,0.0393045,0.0393045,3974.74,2614.43,X,22,1.05,X,228000,86.000,25,03/07/16 - 16:41,11159,3585,4155,-1346,5.1,80.7,7.258,10.00,8.1,20.9,1346.0,172605.7,0,8754,5037,5270,2509,20,19,95,8.8,
EPC\112.009,06/02/15 - 10:22,X,3.500,2.250,3169.29,2808.09,0.03,0.03,3257.87,2894.38,X,22,1.05,X,320000,70.000,40,06/02/15 - 11:14,17648,3582,12241,-1634,3.3,48.8,4.255,21.36,10.4,26.2,1634.1,154363.3,1,14393,5444,4417,4811,93,78,84,31.6,
EPC\112.010,08/29/16 - 06:40,X,3.500,2.250,3169.29,2808.09,0.03,0.03,3257.87,2894.38,X,22,1.05,X,160000,64.000,40,08/29/16 - 07:34,17770,2351,12292,-2965,4.8,41.6,5.114,30.92,12.9,38.9,2964.8,214004.8,0,16475,5453,3922,4756,2551,2551,100,975.2,
EPC\113.003,11/18/16 - 07:38,X,3.500,2.500,2677.17,2677.17,0.05,0.05,3102.03,3102.03,X,19,1.05,X,228000,74.000,X,11/18/16 - 08:12,14124,3694,8422,-1615,8.3,58.7,6.272,94.19,55.3,252.9,1614.8,207587.7,0,12357,5150,5229,5824,619,619,100,242.7,
EPC\114.003,06/02/15 - 08:59,X,3.500,1.750,4012.47,4012.47,0.05,0.05,3963.25,3963.25,X,22,1.05,X,320000,85.000,40,06/02/15 - 09:45,10887,4995,1352,-3023,3.6,77.4,6.360,98.75,76.4,173.6,3023.4,132701.1,0,7518,7745,5077,4179,3778,3778,100,1445.3,
EPC\114.004,09/03/16 - 10:10,X,3.500,1.750,3917.32,3917.32,0.05,0.05,4027.23,4027.23,X,22,1.05,X,320000,85.000,40,09/03/16 - 10:26,8576,6650,204,-333,1.6,85.7,6.452,99.11,85.0,195.8,333.2,97178.0,0,7541,7561,7502,4080,X,X,X,X,
EPC\115.003,01/25/15 - 08:00,X,3.500,2.250,3937.01,2670.33,0.05,0.05,5124.67,3268.70,X,20,1.05,X,320000,85.000,40,01/25/15 - 08:52,13352,3035,6759,-1672,6.5,72.0,7.004,21.78,15.7,64.8,1671.9,174979.2,0,9829,5201,4768,4312,57,50,88,20.7,
EPC\115.004,06/04/15 - 07:32,X,3.500,2.250,3937.01,2670.33,0.05,0.05,5124.67,3268.70,X,20,1.05,X,320000,85.000,40,06/04/15 - 08:20,12735,4502,5263,-38,4.9,79.1,6.897,22.00,17.4,70.9,37.8,126035.8,0,X,X,X,X,74,62,84,25.8,
EPC\115.005,03/10/16 - 09:30,X,3.500,1.750,4232.28,2819.09,0.0423228,0.0423228,5124.67,3268.70,X,20,1.05,X,320000,85.000,40,03/10/16 - 10:11,11993,5059,4467,-0,4.4,77.9,6.923,22.42,17.5,43.2,0.0,99668.6,3,7811,5491,5491,2754,249,210,84,84.1,
EPC\117.004,06/04/15 - 08:51,X,3.500,2.250,3116.80,2575.38,0.031168,0.031168,3699.97,2950.23,X,20,1.05,X,320000,83.000,40,06/04/15 - 10:22,11628,2786,5661,-1613,8.7,80.2,6.767,99.00,79.4,317.1,1612.9,265630.6,0,7690,5054,3765,4634,240,219,91,96.6,
EPC\118.003,01/26/15 - 07:45,X,3.500,2.250,3622.05,2951.78,0.05,0.05,4238.85,3275.32,X,20,1.05,X,320000,85.000,40,01/26/15 - 08:41,12659,3654,5607,-980,5.5,73.2,4.557,95.45,69.9,188.0,980.4,194115.8,0,10376,5710,5087,5006,686,686,100,269.4,
EPC\118.004,05/28/15 - 10:39,X,3.500,2.250,3622.05,2951.78,0.05,0.05,4238.85,3275.32,X,20,1.05,X,320000,81.000,40,05/28/15 - 11:20,12940,3869,5916,-1188,6.7,74.4,5.099,99.93,74.4,223.8,1187.8,214263.8,0,9861,5704,5045,5041,444,444,100,175.1,
EPC\119.004,01/26/15 - 09:32,X,3.500,2.750,3001.97,2938.69,0.0300197,0.0300197,3425.20,3319.72,X,19,1.05,X,320000,44.000,25,01/26/15 - 10:17,8961,4800,2885,-582,1.5,39.5,4.639,96.76,38.2,156.4,581.9,61175.3,0,8285,5715,5433,7645,2245,2245,100,880.9,
EPC\119.005,05/27/15 - 10:34,X,3.500,2.750,3011.81,2947.60,0.03,0.03,3425.20,3319.72,X,19,1.05,X,320000,44.000,25,05/27/15 - 11:14,9068,4800,2986,-471,1.4,38.9,4.615,94.66,36.8,149.9,471.0,53862.0,0,7851,5732,5614,7685,2604,2604,100,1022.3,
EPC\120.011,09/13/15 - 09:50,X,3.500,1.750,3874.67,2097.98,0.0393045,0.0393045,7843.67,3498.80,X,19,1.05,X,320000,85.000,50,09/13/15 - 10:00,8733,2243,3989,-1304,5.1,78.9,6.593,62.45,49.2,115.9,1304.1,182533.8,0,7165,4082,3052,2059,X,X,X,X,
EPC\120.013,03/04/16 - 11:22,X,3.500,1.750,3874.67,2097.98,0.0393045,0.0393045,7843.67,3498.80,X,19,1.05,X,320000,85.000,50,03/04/16 - 11:29,8608,1639,4134,-1403,5.4,79.0,6.618,70.05,55.4,130.8,1403.1,209814.8,0,6821,4082,3686,2059,X,X,X,X,
EPC\120.014,08/31/16 - 07:50,X,3.500,1.750,3874.67,2097.98,0.0393045,0.0393045,7843.67,3498.80,X,19,1.05,X,320000,85.000,50,08/31/16 - 08:27,8986,1311,3290,-1817,5.8,78.2,6.569,67.35,52.7,123.6,1816.9,167011.6,0,6256,4065,3438,2125,207,134,65,61.1,
EPC\121.002,05/28/15 - 08:09,X,3.500,2.750,3271.00,3022.76,0.05,0.05,4737.53,4072.52,X,15.4,1.05,X,456000,110.000,55,05/28/15 - 08:44,16372,3620,8604,-980,14.9,94.2,6.977,88.97,83.8,515.4,980.5,449228.0,0,12430,6234,5682,7738,471,421,90,174.0,
EPC\121.004,03/06/16 - 10:40,X,3.500,2.750,3293.96,3040.42,0.0329396,0.0329396,4711.29,4052.45,X,15.4,1.05,X,456000,110.000,55,03/06/16 - 11:32,13626,3768,5937,-1250,11.5,98.5,6.977,82.27,81.0,498.6,1249.8,315241.0,0,11640,6288,9929,7702,1304,1304,100,864.2,
EPC\121.005,08/31/16 - 09:49,X,3.500,2.750,3293.96,3040.42,0.0329396,0.0329396,4711.29,4052.45,X,15.4,1.05,X,456000,110.000,55,08/31/16 - 10:29,13464,4985,5977,-120,9.9,110.1,6.950,84.45,93.0,569.7,120.3,246929.7,0,11188,6288,10204,7702,2216,2089,94,847.0,
EPC\122.001,09/12/15 - 08:30,X,3.500,2.750,3116.80,3098.50,0.0229659,0.0229659,3959.97,3926.77,X,15.4,1.05,X,456000,120.000,75,09/12/15 - 09:26,13107,4188,5999,-1027,10.4,109.1,5.573,95.16,103.8,510.1,1027.2,476126.8,0,10666,6010,5902,7704,1663,1663,100,674.9,
EPC\122.002,03/04/16 - 08:38,X,3.500,2.750,3116.80,3098.50,0.0229659,0.0229659,3959.97,3926.77,X,15.4,1.05,X,456000,120.000,75,03/04/16 - 09:13,13757,3705,6532,-1460,11.6,108.1,5.556,94.62,102.2,500.9,1460.2,439113.5,0,11403,6010,5596,7704,1699,1699,100,690.0,
EPC\122.003,09/03/16 - 09:05,X,3.500,2.750,3116.80,3098.50,0.0229659,0.0229659,3959.97,3926.77,X,15.4,1.05,X,456000,120.000,75,09/03/16 - 09:38,13399,4048,6241,-1212,10.6,108.3,5.521,95.61,103.5,504.1,1212.0,420280.4,0,11060,6010,5888,7704,1693,1685,100,683.6,
EPC\124.002,03/04/16 - 15:24,X,3.500,2.750,2296.59,2269.35,0.0229659,0.0229659,4378.28,4016.20,X,15.4,1.05,X,320000,70.000,40,03/04/16 - 16:06,7445,3543,2728,-533,2.2,66.2,4.296,98.09,65.0,246.1,532.6,117390.4,0,6570,4433,4105,5679,1852,1852,100,754.9,
EPC\125.001,09/11/15 - 15:09,X,3.500,2.750,2785.43,2755.59,0.0278543,0.0278543,4274.93,3874.54,X,15.4,1.05,X,320000,125.617,55,09/11/15 - 16:07,11006,2594,4561,-1448,10.9,125.9,6.143,86.50,108.9,590.1,1447.5,246745.6,0,5226,5362,4484,6829,881,618,70,382.8,
EPC\125.002,09/12/15 - 09:53,X,3.500,2.750,2785.43,2755.59,0.0278543,0.0278543,4274.93,3874.54,X,15.4,1.05,X,320000,125.617,55,09/12/15 - 10:51,11465,2526,4746,-1288,11.4,127.6,6.186,92.00,117.4,640.5,1287.7,270189.1,0,9023,5362,5487,6829,908,626,69,379.3,
EPC\125.003,03/02/16 - 08:07,X,3.500,2.750,2785.43,2755.59,0.0278543,0.0278543,4274.93,3874.54,X,15.4,1.05,X,320000,125.617,55,03/02/16 - 09:23,12795,4155,6194,-1088,10.3,114.7,6.143,77.38,88.8,480.9,1087.5,309895.4,0,10304,5353,4641,6909,384,377,98,436.9,
EPC\125.004,08/30/16 - 08:50,X,3.500,2.750,2480.31,2466.66,0.0278543,0.0278543,4274.93,3874.54,X,15.4,1.05,X,320000,125.617,55,08/30/16 - 09:23,12566,2486,6899,-1279,14.1,114.7,6.122,91.86,105.4,569.0,1279.3,344239.7,0,10771,4798,4099,6245,256,229,89,336.0,
EPC\126.001,09/14/15 - 08:44,X,3.500,2.250,3278.54,2966.91,0.05,0.05,4473.43,3857.91,X,15.4,1.05,X,320000,95.000,55,09/14/15 - 09:28,10296,3510,2363,-1064,9.3,93.5,9.524,99.25,92.8,521.7,1063.8,267270.2,0,7970,5769,5551,5047,1910,1910,100,774.4,
EPC\126.003,03/08/16 - 15:41,X,3.500,2.750,2296.59,2188.95,0.0229659,0.0229659,4473.43,3857.91,X,15.4,1.05,X,456000,144.000,55,03/08/16 - 16:30,14007,3436,8685,0,20.4,139.0,7.171,97.25,135.1,854.5,0.0,426673.5,0,6940,4421,4421,5425,865,530,61,224.4,
EPC\126.004,09/02/16 - 08:43,X,3.500,2.750,2296.59,2188.95,0.0229659,0.0229659,4473.43,3857.91,X,15.4,1.05,X,456000,144.000,55,09/02/16 - 09:37,13861,4036,9229,-137,15.8,136.0,5.202,94.28,128.2,588.2,137.4,350144.1,0,10522,4421,4421,5425,808,572,71,449.0,
EPC\127.001,02/29/16 - 08:43,X,3.500,1.750,3290.68,3265.81,0.0329068,0.0329068,3449.80,3424.91,X,15.4,1.05,X,228000,86.486,40,02/29/16 - 09:30,10754,4978,3144,-302,3.4,82.6,5.751,53.85,44.5,91.3,301.7,146277.7,0,8936,6334,6376,3291,586,501,85,204.3,
EPC\128.001,03/01/16 - 15:41,X,3.500,2.250,3238.19,3115.53,0.0329068,0.0329068,3449.80,3258.24,X,15.4,1.05,X,320000,85.714,50,03/01/16 - 16:25,13204,4047,6162,-1333,6.2,73.9,4.663,92.76,68.5,188.6,1332.6,342434.3,0,11801,6128,5739,5174,397,392,99,162.0,
EPC\128.002,08/31/16 - 08:57,X,3.500,2.250,3238.19,3115.53,0.0329068,0.0329068,4212.60,3729.13,X,15.4,1.05,X,320000,85.714,50,08/31/16 - 09:21,12999,4112,5899,-978,4.9,74.8,4.604,71.78,53.7,145.8,978.3,229958.2,0,11755,6121,5738,5215,393,325,83,134.8,
EPC\129.002,09/02/16 - 14:44,X,3.500,2.250,2604.99,2560.26,0.0329068,0.0329068,4268.37,3709.56,X,15.4,1.05,X,160000,74.000,25,09/02/16 - 15:35,10529,2994,4966,-1082,3.5,66.6,5.660,40.90,27.2,91.0,1082.4,201849.6,0,9145,5048,5043,4250,176,169,96,70.8,
EPC\140.003,09/17/15 - 13:50,X,3.500,2.250,3540.03,3540.03,0.0354003,0.0354003,3661.42,3661.42,X,20,1.05,X,160000,46.000,40,09/17/15 - 14:25,12522,5656,4652,-412,3.0,36.5,10.651,46.62,17.0,107.1,411.6,76949.7,0,11125,6889,6889,5751,841,628,75,260.4,
EPC\141.004,03/03/16 - 09:21,X,3.500,1.750,3133.20,3133.20,0.031332,0.031332,3638.45,3638.45,X,42.5,1.05,X,114000,45.000,20,03/03/16 - 12:14,8534,5754,1846,-207,0.9,43.0,4.511,77.32,33.3,53.6,207.2,35270.6,0,7703,6200,6214,2702,1022,947,93,333.8,
EPC\141.005,03/03/16 - 12:37,X,3.500,1.750,3133.20,3133.20,0.031332,0.031332,3638.45,3638.45,X,42.5,1.05,X,114000,45.000,20,03/03/16 - 15:48,8809,5637,2195,-219,0.9,41.6,4.500,69.54,28.9,46.5,219.0,38846.1,0,X,X,X,X,804,748,93,252.2,
EPC\142.001,09/01/16 - 09:15,X,3.500,2.750,2624.67,2624.67,0.031332,0.031332,3664.70,3664.70,X,42.5,1.05,X,320000,102.000,25,09/01/16 - 10:12,7980,4352,2209,-259,2.9,99.0,4.651,91.99,91.0,373.3,259.2,92245.5,0,6809,5094,4942,6497,2492,2100,84,733.8,
EPC\142.006,03/03/16 - 15:50,X,3.500,1.750,3133.20,3133.20,0.031332,0.031332,3638.45,3638.45,X,42.5,1.05,X,114000,45.000,20,03/03/16 - 15:50,8468,5551,1851,-264,0.9,42.5,4.511,71.93,30.6,49.3,264.1,110740.5,0,7561,6200,6324,2702,940,877,93,333.0,
EPC\142.007,03/05/16 - 11:27,X,3.500,1.750,3133.20,3133.20,0.031332,0.031332,3638.45,3638.45,X,42.5,1.05,X,114000,45.000,20,03/05/16 - 12:03,8056,5854,1671,-93,0.6,43.2,4.500,29.80,12.9,20.7,92.6,24516.9,0,7472,6200,6370,2702,503,455,91,163.9,
EPC\147.002,03/03/16 - 16:58,X,3.500,2.250,2632.87,2632.87,0.031332,0.031332,2959.32,2959.32,X,42.5,1.05,X,114000,64.000,25,03/03/16 - 17:25,6234,4298,740,-397,0.8,63.3,4.489,99.44,63.0,166.9,396.6,58416.7,0,5493,5045,4919,4760,2248,2248,100,1013.5,
EPC\147.003,03/05/16 - 14:15,X,3.500,2.250,2632.87,2632.87,0.031332,0.031332,2959.32,2959.32,X,39,1.05,X,114000,64.000,25,03/05/16 - 16:13,9374,4070,3693,-379,1.7,59.0,4.296,45.37,26.8,67.9,379.2,125786.3,0,8216,5194,5120,3853,127,112,88,90.5,
EPC\147.004,09/01/16 - 13:58,X,3.500,2.250,2788.71,2788.71,0.031332,0.031332,2959.32,2959.32,X,39,1.05,X,114000,64.000,25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
EPC\147.005,09/01/16 - 14:51,X,3.500,2.250,2788.71,2788.71,0.031332,0.031332,2959.32,2959.32,X,39,1.05,X,114000,64.000,25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,8244,5503,5838,4066,350,314,90,111.1,
EPC\15.004,01/21/15 - 08:05,X,2.875,1.750,3658.14,2265.93,0.03,0.03,5114.83,3004.70,X,20,1.05,X,145000,34.000,40,01/21/15 - 08:59,12154,3479,6700,0,4.4,28.0,11.111,78.00,21.8,86.6,0.0,80989.5,0,7390,4333,4333,2308,107,84,79,34.6,
EPC\15.005,05/24/15 - 16:04,X,2.875,1.750,4429.13,2642.71,0.05,0.05,5114.83,3004.70,X,20,1.05,X,145000,34.000,40,05/24/15 - 16:58,10665,2764,4447,-1797,4.0,24.9,11.043,91.15,22.7,89.5,1796.9,73395.8,0,8871,5088,4065,2714,498,498,100,195.8,
EPC\150.004,09/14/15 - 10:32,X,3.500,2.750,1503.00,1503.00,0.05,0.05,2089.00,2089.00,X,24,1.05,X,320000,74.000,40,09/14/15 - 10:58,6866,1683,2837,-195,5.5,71.9,9.045,96.09,69.1,551.4,195.2,101316.2,0,X,X,X,X,726,726,100,326.2,
EPC\150.005,09/14/15 - 11:02,X,3.500,2.750,1503.00,1503.00,0.05,0.05,2089.00,2089.00,X,24,1.05,X,320000,74.000,40,09/14/15 - 11:14,6756,1714,2695,-178,5.0,72.0,9.000,93.90,67.6,536.3,177.5,95268.1,0,5158,2901,2835,3869,X,X,X,X,
EPC\160.003,01/26/15 - 15:39,X,2.875,2.250,1504.00,1504.00,0.05,0.05,1689.00,1689.00,X,20,1.05,X,114000,52.148,25,01/26/15 - 17:09,3661,2866,607,-5,0.4,52.3,10.588,97.50,51.0,318.7,5.5,20350.7,0,3272,2918,3193,2496,376,274,73,270.4,
EPC\17.004,01/21/15 - 16:09,X,3.500,1.750,4757.22,2962.82,0.05,0.05,5003.28,3094.13,X,20,1.05,X,320000,107.234,40,01/21/15 - 16:51,14094,4412,6500,-209,8.0,98.3,6.186,51.23,50.3,111.2,209.1,317170.6,4,11014,5769,5769,3027,198,140,71,56.6,
EPC\17.005,05/31/15 - 15:32,X,3.500,1.750,4757.22,2962.82,0.05,0.05,5003.28,3094.13,X,20,1.15,X,320000,107.234,40,05/31/15 - 16:04,14320,4645,6368,-142,7.2,98.5,6.207,38.89,38.3,84.9,142.5,250923.4,4,9778,5745,5745,3116,237,174,74,69.4,
EPC\17.006,11/16/16 - 15:26,X,3.500,1.750,4724.41,2945.32,0.05,0.05,5003.28,3094.13,X,20,1.15,X,228000,74.000,40,11/16/16 - 16:20,14024,4068,6927,-505,4.4,73.8,4.826,86.81,64.1,110.4,504.7,239987.9,0,8867,5722,5722,3053,74,71,96,29.3,
EPC\172.002,09/14/15 - 14:23,X,2.875,1.750,2021.00,2020.27,0.04,0.04,2078.00,2077.23,X,24,1.05,X,228000,66.000,40,09/14/15 - 15:22,6327,3636,1709,-227,1.7,65.9,5.590,79.00,52.1,103.9,227.4,57366.1,0,5659,3941,3792,1951,119,119,100,46.3,
EPC\18.003,09/15/15 - 10:29,X,3.500,2.750,4117.45,2721.13,0.05,0.05,4501.31,2925.85,X,22,1.05,X,160000,50.875,40,09/15/15 - 11:10,16226,4782,10080,-324,5.0,28.7,7.500,87.97,25.2,166.9,323.7,179433.9,0,14033,5429,5974,6696,264,254,96,99.8,
EPC\18.004,11/17/16 - 09:28,X,3.500,2.250,4133.86,2729.87,0.0413386,0.0413386,4501.31,2925.85,X,22,1.05,X,160000,54.000,40,11/17/16 - 10:05,15619,5034,9850,-445,3.8,35.4,7.377,29.46,10.4,45.4,444.9,96641.6,0,12029,5451,5451,4497,65,63,96,25.8,
EPC\19.009,01/22/15 - 08:38,X,3.500,2.250,3519.85,2860.73,0.0351985,0.0351985,3699.15,3006.86,X,19,1.05,X,320000,123.000,X,01/22/15 - 09:27,10957,1580,2868,-3591,8.5,115.1,8.295,99.97,115.1,563.4,3590.8,391376.5,1,10234,5368,5368,4733,147,86,58,35.5,
EPC\19.010,05/25/15 - 08:51,X,3.500,2.250,3519.85,2860.73,0.05,0.05,3699.15,3006.86,X,19,1.05,X,320000,144.000,X,05/25/15 - 09:40,15266,4126,6528,-28,11.7,136.6,8.257,18.49,25.3,123.2,28.1,344454.0,5,7091,5366,5366,4743,239,225,94,89.5,
