Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-685014685quid (%),Pump Intake Pressure (psi (g)),
EPC\26.006,09/17/13 - 10:33,X,3.500,2.750,2562.34,2135.64,0.0256234,0.0256234,2988.85,2419.84,X,21,1.05,X,114000,64.000,X,09/17/13 - 10:39,9981,2591,4907,-914,7.0,63.8,8.491,91.74,58.5,438.3,913.7,169864.2,0,8440,4156,6992,5228,X,X,X,X,
EPC\260.005,02/25/14 - 13:23,X,2.875,2.000,5879.27,5853.02,0.05,0.05,7805.12,7237.53,X,25.8,0.8,X,912000,168.000,100,02/25/14 - 13:38,22309,7026,7548,-3351,21.8,141.5,5.643,91.68,129.7,341.4,3351.2,838288.3,0,17779,12224,10344,6667,X,X,X,X,
EPC\262.001,02/07/13 - 00:28,X,3.500,1.500,7972.44,7906.82,0.05,0.05,7956.04,7900.26,X,20,1.05,0.78,912000,124.000,X,02/07/13 - 00:49,20700,8729,5602,-1988,10.2,96.8,5.538,98.18,95.0,138.0,1988.0,713410.9,0,17247,12929,11767,5829,X,X,X,X,
EPC\262.002,02/23/14 - 11:37,X,2.875,1.500,7972.44,7919.95,0.07,0.07,7949.48,7900.26,X,22,1.05,0.78,912000,124.000,100,02/23/14 - 11:43,19794,8534,5885,-2284,9.4,82.8,5.422,98.77,81.7,116.3,2284.2,589496.0,1,18537,12934,11301,5869,X,X,X,X,
EPC\263.001,11/05/14 - 21:03,X,2.875,1.750,7404.86,6414.04,0.05,0.05,10744.75,7900.26,X,20,1.05,X,912000,145.000,100.536,11/05/14 - 21:30,22120,8398,6344,-3231,17.4,116.1,6.186,94.03,109.2,241.1,3231.0,821553.0,0,18105,12803,11460,6577,1731,1456,84,569.6,
EPC\264.004,01/04/13 - 18:45,X,2.875,1.750,7001.31,6876.64,0.0599081,0.0599081,8169.29,7951.77,X,21,1.05,0.68,912000,125.106,100,01/04/13 - 19:17,22416,8975,5087,-597,15.5,106.1,8.911,79.15,84.0,267.2,597.0,487773.5,0,17179,13104,13753,6777,1638,1600,98,618.7,
EPC\264.009,02/25/14 - 09:32,X,2.875,1.250,7949.48,6778.22,0.05,0.05,8891.08,7349.08,X,19.4,1.05,X,912000,145.000,100,02/25/14 - 09:39,20012,8364,2366,-3503,15.0,139.7,6.844,98.64,137.8,171.9,3503.1,631729.9,0,14434,13916,10994,3714,X,X,X,X,
EPC\264.010,11/19/14 - 18:03,X,2.875,1.500,8038.06,6824.15,0.0651903,0.0651903,8776.25,7247.38,X,19.4,1.15,X,912000,145.000,100,11/19/14 - 19:00,20416,8644,2459,-2948,14.6,137.4,6.767,98.96,136.0,241.4,2948.4,1059024.9,0,14145,13903,11947,5886,3205,3205,100,1242.4,
EPC\265.005,05/23/13 - 10:47,X,2.875,2.000,7001.31,6797.90,0.05,0.05,8156.17,7900.26,X,20,1.05,0.68,912000,125.106,100,05/23/13 - 11:18,23655,9677,7207,-907,18.1,96.9,8.911,75.11,72.8,302.4,906.8,483252.0,0,19513,13522,13172,8869,2173,2173,100,845.3,
EPC\265.006,02/22/14 - 13:33,X,2.875,1.500,7109.58,6932.41,0.05,0.05,8136.48,7900.26,X,20,1.05,0.68,912000,146.000,100,02/22/14 - 13:34,21474,7929,3637,-1409,19.4,143.9,8.824,94.76,136.4,315.7,1408.8,1115399.1,0,X,X,X,X,X,X,X,X,
EPC\265.007,02/22/14 - 13:37,X,2.875,1.500,7109.58,6932.41,0.05,0.05,8136.48,7900.26,X,20,1.05,0.68,912000,146.000,100,02/22/14 - 13:57,21147,7920,3519,-1570,18.9,141.1,8.824,92.23,130.2,301.3,1570.4,910082.5,0,16084,13016,12797,5113,X,X,X,X,
EPC\265.008,10/28/14 - 23:51,X,2.875,1.500,7109.58,6919.29,0.05,0.05,8149.61,7900.00,X,20,1.05,0.68,912000,146.000,134.048,10/29/14 - 00:27,21408,7697,3598,-1484,18.8,142.2,8.780,92.21,131.1,302.0,1483.8,1054388.1,0,15352,13150,12578,5108,2350,2350,100,913.6,
EPC\266.005,01/06/13 - 00:12,X,2.875,1.500,10465.88,7322.83,0.01,0.01,10593.83,7381.23,X,20,1.05,0.76,912000,145.000,100,01/06/13 - 01:11,24454,9495,8282,-3277,10.8,106.6,5.882,93.31,99.5,153.5,3277.1,968426.3,0,12983,13986,3174,5234,3217,3217,100,1241.7,
EPC\266.006,02/11/14 - 10:52,X,2.875,1.500,10465.88,7290.03,0.05,0.05,10593.83,7350.00,X,20,1.05,0.76,912000,145.000,100,02/11/14 - 11:37,26724,13007,8770,-1362,13.5,99.3,5.960,89.74,89.1,139.3,1362.2,801983.1,0,26019,15320,14156,5495,3592,3592,100,1383.6,
EPC\268.006,01/03/13 - 00:20,X,2.875,1.750,7201.44,6883.20,0.05,0.05,8664.70,7893.35,X,20,1.05,0.67,912000,168.000,100,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,271,228,84,91.7,
EPC\268.007,02/23/14 - 10:44,X,2.875,1.750,7201.44,6856.96,0.05,0.05,8713.91,7900.26,X,28.3,1.05,0.67,912000,168.000,100,02/23/14 - 10:49,25816,7295,9458,-4170,17.8,127.4,5.373,54.33,69.2,132.8,4170.4,841416.4,0,20919,13564,11513,6730,X,X,X,X,
EPC\274.005,01/08/13 - 19:29,X,2.875,1.500,7972.44,7381.89,0.05,0.05,9045.28,7956.04,X,23,1.05,X,912000,145.000,100,01/08/13 - 19:57,18960,10106,2179,-2975,17.2,152.6,8.411,100.00,152.6,336.7,2974.9,1066138.1,0,13914,14462,13236,5287,3106,3106,100,1170.1,
EPC\274.006,01/25/13 - 00:22,X,2.875,1.750,7972.44,7333.99,0.05,0.05,9072.67,7915.61,X,23,1.05,0.82,912000,145.000,100,01/25/13 - 00:43,25050,7944,6488,-4909,26.0,116.0,8.372,95.69,111.0,331.7,4909.3,916742.7,0,19107,14310,12109,7149,2354,2238,95,849.2,
EPC\274.007,02/23/14 - 13:36,X,2.875,1.500,6499.34,6361.55,0.05,0.05,9009.19,7939.63,X,29.1,1.05,0.82,912000,168.000,100,02/23/14 - 15:05,20710,8175,5096,-2936,19.6,145.1,6.897,96.03,139.3,252.1,2935.6,1172999.2,0,X,X,X,X,X,X,X,X,
EPC\274.008,02/23/14 - 15:10,X,2.875,1.500,6499.34,6361.55,0.05,0.05,9009.19,7939.63,X,29.1,1.05,0.82,912000,168.000,100,02/23/14 - 15:12,20682,8136,5045,-2955,19.6,145.2,6.897,96.40,140.0,253.3,2954.5,1171183.0,0,15424,12008,11202,4345,X,X,X,X,
EPC\275.002,01/05/13 - 20:20,X,2.875,1.250,8398.95,6702.76,0.0669948,0.0669948,10054.46,7967.26,X,19.4,1.05,0.65,912000,168.000,100,01/05/13 - 21:01,22383,6134,5070,-4102,27.1,163.6,6.767,87.49,143.1,176.4,4102.1,1251375.1,0,15277,12905,10939,3553,1025,1025,100,651.9,
